,μ04779,μυσαχνός,a,aps---mn1-,μυσαχνός μυσαχνή μυσαχνόν,,,,,0
70750,ο01749,ὀξυθηγής,a,aps---cn5s,ὀξυθηγής ὀξυθηγής ὀξυθηγές,,,,,0
70751,ο01750,ὀξύθηκτος,a,aps---cn2-,ὀξύθηκτος ὀξύθηκτος ὀξύθηκτον,,,,,0
70752,ο01751,ὀξυθρήνητος,a,aps---cn2-,ὀξυθρήνητος ὀξυθρήνητος ὀξυθρήνητον,,,,,0
70753,ο01752,ὄξυθριξ,n,----------,,,,,,0
70754,ο01753,ὀξυθυμέω,v,----------,,,,,,0
70755,ο01754,ὀξυθύμησις,n,n-s---fn3v,ὀξυθυμησέως,,,,,0
70756,ο01756,ὀξυθυμία,n,n-s---fn1l,ὀξυθυμίας,,,,,0
70757,ο01755,ὀξυθύμια,n,n-p---nn2-,ὀξυθυμίων,,,,,0
70758,ο01757,ὀξυθυμίας,n,n-s---mn1a,ὀξυθυμίου,,,,,0
70759,ο01758,ὀξύθυμον,n,n-s---nn2-,ὀξυθύμου,,,,,0
70761,ο01760,ὀξύϊνος,a,aps---mn1-,ὀξύϊνος ὀξυΐνη ὀξύϊνον,,,,,0
70762,ο01761,ὀξυκαμπής,a,aps---cn5s,ὀξυκαμπής ὀξυκαμπής ὀξυκαμπές,,,,,0
70764,ο01763,ὀξυκάρηνος,a,aps---cn2-,ὀξυκάρηνος ὀξυκάρηνος ὀξυκάρηνον,,,,,0
70765,ο01764,ὀξύκεδρος,n,----------,,,,,,0
70766,ο01765,ὀξυκέλευθος,a,aps---cn2-,ὀξυκέλευθος ὀξυκέλευθος ὀξυκέλευθον,,,,,0
70719,ο01718,ὀξύγενυς,n,n-s---mn3v,ὀξυγένυος,,,,,0
70769,ο01768,ὀξυκέφαλος,a,aps---cn2-,ὀξυκέφαλος ὀξυκέφαλος ὀξυκέφαλον,,,,,0
70770,ο01769,ὀξυκινησία,n,n-s---fn1l,ὀξυκινησίας,,,,,0
70772,ο01771,ὀξυκοί̈α,n,----------,,,,,,0
70773,ο01772,ὀξυκόμινα,n,n-p---nn2-,ὀξυκομίνων,,,,,0
70774,ο01773,ὀξυκόμμι,n,----------,,,,,,0
70775,ο01774,ὀξύκομος,a,aps---cn2-,ὀξύκομος ὀξύκομος ὀξύκομον,,,,,0
70776,ο01775,ὀξυκόρακος,a,aps---cn2-,ὀξυκόρακος ὀξυκόρακος ὀξυκόρακον,,,,,0
70777,ο01776,ὀξύκραμα,n,n-s---nn3t,ὀξυκράματος,,,,,0
70778,ο01777,ὀξυκραματοπώλης,n,n-s---mn1e,ὀξυκραματοπώλου,,,,,0
70779,ο01778,ὀξύκρατον,n,n-s---nn2-,ὀξυκράτου,,,,,0
70780,ο01779,ὀξυκυάμια,n,----------,,,,,,0
70782,ο01781,ὀξυλάβεια,n,n-s---fn1s,ὀξυλάβειας,,,,,0
70783,ο01782,ὀξυλαβέω,v,----------,,,,,,0
70784,ο01783,ὀξυλάβη,n,n-s---fn1e,ὀξυλάβης,,,,,0
70785,ο01787,ὀξύλαβος,n,----------,,,,,,0
70787,ο01785,ὀξυλαβία,n,n-s---fn1l,ὀξυλαβίας,,,,,0
70788,ο01786,ὀξύλαβος,a,aps---cn2-,ὀξύλαβος ὀξύλαβος ὀξύλαβον,,,,,0
70789,ο01788,ὀξυλάλος,a,aps---cn2-,ὀξυλάλος ὀξυλάλος ὀξυλάλον,,,,,0
70790,ο01789,ὀξυλάπαθον,n,n-s---nn2-,ὀξυλαπάθου,,,,,0
70791,ο01790,ὀξυλίπαρος,a,aps---cn2-,ὀξυλίπαρος ὀξυλίπαρος ὀξυλίπαρον,,,,,0
70792,ο01791,ὀξυλιπὴς,a,----------,,,,,,0
70793,ο01792,ὀξυλοβέω,v,----------,,,,,,0
70794,ο01793,ὀξυμάθεια,n,n-s---fn1s,ὀξυμάθειας,,,,,0
70796,ο01795,ὀξύμαλον,v,----------,,,,,,0
70797,ο01796,ὀξυμελής,a,aps---cn5s,ὀξυμελής ὀξυμελής ὀξυμελές,,,,,0
70798,ο01797,ὀξυμελίκρατον,n,n-s---nn2-,ὀξυμελικράτου,,,,,0
70800,ο01799,ὀξυμήνιτος,a,aps---cn2-,ὀξυμήνιτος ὀξυμήνιτος ὀξυμήνιτον,,,,,0
70801,ο01800,ὀξύμολπος,a,aps---cn2-,ὀξύμολπος ὀξύμολπος ὀξύμολπον,,,,,0
70802,ο01801,ὀξυμυρσίνη,n,n-s---fn1e,ὀξυμυρσίνης,,,,,0
70803,ο01802,ὀξύμωρος,a,aps---cn2-,ὀξύμωρος ὀξύμωρος ὀξύμωρον,,,/ok.sý.mɔː.ros/,,0
70804,ο01803,ὀξύνιτρον,n,n-s---nn2-,ὀξυνίτρου,,,,,0
70805,ο01804,ὀξυνοσία,n,n-s---fn1l,ὀξυνοσίας,,,,,0
70806,ο01805,ὀξύνους,n,----------,,,,,,0
70807,ο01806,ὀξυντέον,a,----------,,,,,,0
70808,ο01807,ὀξυντήρ,n,n-s---mn3r,ὀξυντῆρος,,,,,0
70810,ο01809,ὀξύνω,v,----------,,,,,,0
70811,ο01810,ὀξυόδους,n,----------,,,,,,0
70812,ο01811,ὀξυόστρακος,a,aps---cn2-,ὀξυόστρακος ὀξυόστρακος ὀξυόστρακον,,,,,0
70813,ο01812,ὀξυπαγής,a,aps---cn5s,ὀξυπαγής ὀξυπαγής ὀξυπαγές,,,,,0
70814,ο01813,ὀξυπαιδερώτινος,a,----------,,,,,,0
70816,ο01815,ὀξυπαροπτάω,v,----------,,,,,,0
70768,ο01767,ὀξυκέρως,n,n-s---cn3d,ὀξυκέρωτος,,,,,0
70819,ο01818,ὀξυπετής,a,aps---cn5s,ὀξυπετής ὀξυπετής ὀξυπετές,,,,,0
70822,ο01821,ὀξύπικρος,a,aps---cn2-,ὀξύπικρος ὀξύπικρος ὀξύπικρον,,,,,0
70823,ο01822,ὀξύπληκτος,a,aps---cn2-,ὀξύπληκτος ὀξύπληκτος ὀξύπληκτον,,,,,0
70824,ο01823,ὀξυπλήξ,n,n-s---cn3e,ὀξυπλῆγος,,,,,0
70825,ο01824,ὀξυποδέω,v,----------,,,,,,0
70826,ο01825,ὀξυποδητής,n,n-s---mn1e,ὀξυποδητού,,,,,0
70827,ο01826,ὀξυποδία,n,n-s---fn1l,ὀξυποδίας,,,,,0
70828,ο01827,ὀξυπολυφαγία,n,n-s---fn1l,ὀξυπολυφαγίας,,,,,0
70830,ο01829,ὀξυπόρος,a,aps---cn2-,ὀξυπόρος ὀξυπόρος ὀξυπόρον,,,,,0
70831,ο01830,ὀξύπρῳρος,a,aps---cn2-,ὀξύπρῳρος ὀξύπρῳρος ὀξύπρῳρον,,,,,0
70832,ο01831,ὀξυπτέριον,n,n-s---nn2-,ὀξυπτερίου,,,,,0
70833,ο01832,ὀξύπτερος,a,aps---cn2-,ὀξύπτερος ὀξύπτερος ὀξύπτερον,,,,,0
70834,ο01833,ὀξύπυγος,a,aps---cn2-,ὀξύπυγος ὀξύπυγος ὀξύπυγον,,,,,0
70835,ο01834,ὀξυπύθμενος,a,aps---cn2-,ὀξυπύθμενος ὀξυπύθμενος ὀξυπύθμενον,,,,,0
70836,ο01835,ὀξυπύνδαξ,n,----------,,,,,,0
70837,ο01836,ὀξυπώγων,a,aps---cn3n,ὀξυπώγων ὀξυπώγων ὀξυπῶγον,,,,,0
70838,ο01837,ὀξυρεγμία,n,n-s---fn1l,ὀξυρεγμίας,,,,,0
70839,ο01838,ὀξυρεγμιάω,v,----------,,,,,,0
70842,ο01841,ὀξύρριν,n,n-s---mn3n,ὀξύρρινος,,,,,0
70843,ο01842,ὀξυρρόδινον,a,----------,,,,,,0
70844,ρ00674,ρροπία,n,n-s---fn1l,ρροπίας,,,,,0
70845,ο01843,ὀξύρροπος,a,aps---cn2-,ὀξύρροπος ὀξύρροπος ὀξύρροπον,,,,,0
70846,ο01844,ὀξυρρυγχιτικόν,n,----------,,,,,,0
70847,ο01845,ὀξύρρυγχος,a,aps---cn2-,ὀξύρρυγχος ὀξύρρυγχος ὀξύρρυγχον,,,,,0
70848,ο01846,ὀξύς,n,----------,,,,,,0
70849,ο01847,ὀξύς,a,aps---mn4u,ὀξύς ὀξεῖα ὀξύ,,,,,0
70850,ο01848,ὀξυσιτία,n,n-s---fn1l,ὀξυσιτίας,,,,,0
70851,ο01849,ὄξυσμα,n,n-s---nn3t,ὀξύσματος,,,,,0
70853,ο01851,ὀξύστομος,a,aps---cn2-,ὀξύστομος ὀξύστομος ὀξύστομον,,,,,0
70854,ο01852,ὀξύσχοινος,n,n-s---mn2-,ὀξυσχοίνου,,,,,0
70855,ο01853,ὀξυτελής,a,aps---cn5s,ὀξυτελής ὀξυτελής ὀξυτελές,,,,,0
70856,ο01854,ὀξύτης,n,n-s---fn3d,ὀξύτητος,,,/ok.sý.tɛːs/,,0
70857,ο01855,ὀξυτόμος,a,aps---cn2-,ὀξυτόμος ὀξυτόμος ὀξυτόμον,,,,,0
70858,ο01856,ὀξυτονέω,v,----------,,,,,,0
70859,ο01857,ὀξυτόνησις,n,n-s---fn3v,ὀξυτονησέως,,,/ok.sy.tó.nɛː.sis/,,0
70860,ο01858,ὀξυτονητέον,a,----------,,,,,,0
70862,ο01860,ὀξυτόρος,a,aps---cn2-,ὀξυτόρος ὀξυτόρος ὀξυτόρον,,,,,0
70863,ο01861,ὀξυτρίφυλλον,n,n-s---nn2-,ὀξυτριφύλλου,,,,,0
70864,ο01862,ὀξυτυρία,n,n-s---fn1l,ὀξυτυρίας,,,,,0
70865,ο01863,ὀξύφαγρος,n,n-s---mn2-,ὀξυφάγρου,,,,,0
70818,ο01817,ὀξυπέπερι,n,n-s---nn3c,ὀξυπεπέεως,,,,,0
70868,ο01866,ὀξύφθογγος,a,aps---cn2-,ὀξύφθογγος ὀξύφθογγος ὀξύφθογγον,,,,,0
70869,ο01867,ὀξυφλεγμασία,n,n-s---fn1l,ὀξυφλεγμασίας,,,,,0
70870,ο01868,ὀξυφοίνικον,n,n-s---nn2-,ὀξυφοινίκου,,,,,0
70871,ο01869,ὀξύφρων,n,----------,,,,,,0
70872,ο01870,ὀξύφυλλος,a,aps---cn2-,ὀξύφυλλος ὀξύφυλλος ὀξύφυλλον,,,,,0
70873,ο01871,ὀξυφωνέω,v,----------,,,,,,0
70874,ο01872,ὀξυφωνία,n,n-s---fn1l,ὀξυφωνίας,,,,,0
70876,ο01874,ὀξύχειρ,n,----------,,,,,,0
70877,ο01875,ὀξυχειρία,n,n-s---fn1l,ὀξυχειρίας,,,,,0
70879,ο01877,ὀξυωπέω,v,----------,,,,,,0
70880,ο01878,ὀξυωπής,a,aps---cn5s,ὀξυωπής ὀξυωπής ὀξυωπές,,,,,0
70881,ο01879,ὀξυωπία,n,n-s---fn1l,ὀξυωπίας,,,,,0
70882,ο01880,ὀξυωπίας,n,n-s---mn1a,ὀξυωπίου,,,,,0
70883,ο01881,ὀξυωπός,a,aps---cn2-,ὀξυωπός ὀξυωπός ὀξυωπόν,,,,,0
70884,ο01882,ὀξυώριος,a,aps---cn2-,ὀξυώριος ὀξυώριος ὀξυώριον,,,,,0
70885,ο01883,ὀξώδης,a,aps---cn3s,ὀξώδης ὀξώδης ὀξώ͂δες,,,,,0
70886,ο01884,ὀξωρεγμία,n,n-s---fn1l,ὀξωρεγμίας,,,,,0
70887,ο01885,ὀξωτός,a,aps---mn1-,ὀξωτός ὀξωτή ὀξωτόν,,,,,0
70888,ο02715,ὅπᾳ,n,----------,,,,,,0
70889,ο02716,ὀπαδός,n,----------,,,,,,0
70890,ο02717,ὀπάζω,v,----------,,,,,,0
70892,ο02718,ὀπάλλιος,n,n-s---mn2-,ὀπαλλίου,,,,,0
70893,ο02720,ὄπατρος,a,aps---cn2-,ὄπατρος ὄπατρος ὄπατρον,,,,,0
70894,ο02721,ὀπάων,n,----------,,,,,,0
70895,ο02722,ὄπεας,n,----------,,,,,,0
70896,ο02723,ὅπερ,n,----------,,,,,,0
70897,ο02724,ὁπέρ,n,----------,,,,,,0
70898,ο02725,ὁπερδικίω,v,----------,,,,,,0
70899,ο02727,ὀπή,n,n-s---fn1e,ὀπῆς,,,,,0
70900,ο02726,ὅπη,r,----------,,,,,,0
70901,ο02728,ὀπηδεύω,v,----------,,,,,,0
70902,ο02729,ὀπηδέω,v,----------,,,,,,0
70903,ο02730,ὀπήδησις,n,----------,,,,,,0
70904,ο02731,ὀπηδός,n,----------,,,,,,0
70906,ο02733,ὁπηλίκος,a,aps---mn1-,ὁπηλίκος ὁπηλίκη ὁπηλίκον,,,,,0
70907,ο02879,ὁπῆμος,n,----------,,,,,,0
70908,ο02734,ὁπηνίκα,r,----------,,,,,,0
70909,ο02892,ὁπῃοῦν,n,----------,,,,,,0
70910,ο02958,ὁπῃτιοῦν,r,----------,,,,,,0
70911,ο02735,ὀπίας,n,----------,,,,,,0
70913,ο02737,ὀπιέλαιος,n,n-s---mn2-,ὀπιελαίου,,,,,0
70914,ο02738,ὀπίζομαι,v,----------,,,,,,0
70915,ο02739,ὀπίζω,v,----------,,,,,,0
70916,ο02740,ὄπιθε,n,----------,,,,,,0
70918,,Ὀπικοί,n,----------,,,,,,0
70919,ο02742,ὀπικός,a,aps---mn1-,ὀπικός ὀπική ὀπικόν,,,,,0
70920,ο02743,ὄπιον,n,n-s---nn2-,ὀπίου,,,/ó.pi.on/,,0
70921,ο02744,ὀπίουρος,n,n-s---mn2-,ὀπιούρου,,,,,0
70867,ο01865,ὀξυφεγγής,a,aps---cn5s,ὀξυφεγγής ὀξυφεγγής ὀξυφεγγές,,,,,0
70924,ο02747,ὄπις,n,n-s---fn3d,ὄπιδος,,,,,0
70925,ο02748,ὀπισαμβώ,n,----------,,,,,,0
70926,ο02749,ὄπισθα,n,----------,,,,,,0
70927,ο02750,ὀπισθάγκωνα,r,----------,,,,,,0
70929,ο02753,ὄπισθεν,r,rp--------,ὄπισθεν,,,/ó.pis.tʰen/,,0
70930,ο02754,ὀπισθέναρ,n,n-s---nn3r,ὀπισθέναρος,,,,,0
70931,ο02755,ὀπισθένη,n,----------,,,,,,0
70933,ο02757,ὀπίσθιος,a,aps---mn1-,ὀπίσθιος ὀπίσθια ὀπίσθιον,,,,,0
70934,ο02758,ὀπισθοβάμων,a,aps---cn3n,ὀπισθοβάμων ὀπισθοβάμων ὀπισθοβάμον,,,,,0
70935,ο02759,ὀπισθοβαρής,a,aps---cn5s,ὀπισθοβαρής ὀπισθοβαρής ὀπισθοβαρές,,,,,0
70936,ο02760,ὀπισθοβάτης,n,n-s---mn1e,ὀπισθοβάτου,,,,,0
70937,ο02761,ὀπισθόβολος,a,aps---cn2-,ὀπισθόβολος ὀπισθόβολος ὀπισθόβολον,,,,,0
70938,ο02762,ὀπισθοβριθής,a,aps---cn5s,ὀπισθοβριθής ὀπισθοβριθής ὀπισθοβριθές,,,,,0
70940,ο02764,ὀπισθοδάκτυλος,a,aps---cn2-,ὀπισθοδάκτυλος ὀπισθοδάκτυλος ὀπισθοδάκτυλον,,,,,0
70941,ο02765,ὀπισθόδετος,a,aps---cn2-,ὀπισθόδετος ὀπισθόδετος ὀπισθόδετον,,,,,0
70942,ο02766,ὀπισθοδίωξις,n,n-s---fn3v,ὀπισθοδιωξέως,,,,,0
70943,ο02767,ὀπισθόδομος,n,n-s---mn2-,ὀπισθοδόμου,,,,,0
70944,ο02768,ὀπισθοδρομέω,v,----------,,,,,,0
70945,ο02769,ὀπισθοδρόμος,a,aps---cn2-,ὀπισθοδρόμος ὀπισθοδρόμος ὀπισθοδρόμον,,,,,0
70947,ο02771,ὀπισθοκέλευθος,a,aps---cn2-,ὀπισθοκέλευθος ὀπισθοκέλευθος ὀπισθοκέλευθον,,,,,0
70948,ο02772,ὀπισθόκεντρος,a,aps---cn2-,ὀπισθόκεντρος ὀπισθόκεντρος ὀπισθόκεντρον,,,,,0
70949,ο02773,ὀπισθοκέφαλον,n,n-s---nn2-,ὀπισθοκεφάλου,,,,,0
70950,ο02774,ὀπισθοκόμης,n,n-s---mn1e,ὀπισθοκόμου,,,,,0
70952,ο02776,ὀπισθοκράνιον,n,n-s---nn2-,ὀπισθοκρανίου,,,,,0
70953,ο02777,ὀπισθοκρηπίς,n,n-s---fn3d,ὀπισθοκρηπῖδος,,,,,0
70954,ο02778,ὀπισθοκύφωσις,n,n-s---fn3v,ὀπισθοκυφωσέως,,,,,0
70955,ο02779,ὀπισθομήριον,n,n-s---nn2-,ὀπισθομηρίου,,,,,0
70956,ο02780,ὀπισθόμηρον,n,n-s---nn2-,ὀπισθομήρου,,,,,0
70957,ο02781,ὀπισθονόμος,a,aps---cn2-,ὀπισθονόμος ὀπισθονόμος ὀπισθονόμον,,,,,0
70958,ο02782,ὀπισθονυγής,a,aps---cn5s,ὀπισθονυγής ὀπισθονυγής ὀπισθονυγές,,,,,0
70960,ο02784,ὀπισθοπόρος,a,aps---cn2-,ὀπισθοπόρος ὀπισθοπόρος ὀπισθοπόρον,,,,,0
70961,ο02785,ὀπισθόπους,n,----------,,,,,,0
70962,ο02786,ὀπισθορμέω,v,----------,,,,,,0
70963,ο02787,ὀπισθόρμητος,a,aps---cn2-,ὀπισθόρμητος ὀπισθόρμητος ὀπισθόρμητον,,,,,0
70964,ο02788,ὀπισθόρροια,n,n-s---fn1s,ὀπισθόρροιας,,,,,0
70965,ο02789,ὀπισθοσφενδόνη,n,n-s---fn1e,ὀπισθοσφενδόνης,,,,,0
71238,ο03062,ὀργιάω,v,----------,,,,,,0
70923,ο02746,ὀπιπεύω,v,----------,,,,,,0
70968,ο02792,ὀπισθοτονία,n,n-s---fn1l,ὀπισθοτονίας,,,,,0
70969,ο02793,ὀπισθοτονικός,a,aps---mn1-,ὀπισθοτονικός ὀπισθοτονική ὀπισθοτονικόν,,,,,0
70970,ο02794,ὀπισθότονος,a,aps---cn2-,ὀπισθότονος ὀπισθότονος ὀπισθότονον,,,,,0
70971,ο02795,ὀπισθοτονώδης,a,aps---cn3s,ὀπισθοτονώδης ὀπισθοτονώδης ὀπισθοτονώ͂δες,,,,,0
70973,ο02797,ὀπισθοφάλακρος,a,aps---cn2-,ὀπισθοφάλακρος ὀπισθοφάλακρος ὀπισθοφάλακρον,,,,,0
70974,ο02798,ὀπισθοφανής,a,aps---cn5s,ὀπισθοφανής ὀπισθοφανής ὀπισθοφανές,,,,,0
70976,ο02800,ὀπισθοφυλακέω,v,----------,,,,,,0
70977,ο02801,ὀπισθοφυλακία,n,n-s---fn1l,ὀπισθοφυλακίας,,,,,0
70978,ο02802,ὀπισθοφύλαξ,n,n-s---mn3e,ὀπισθοφύλακος,,,,,0
70979,ο02803,ὀπισθοχειμών,n,n-s---mn3n,ὀπισθοχειμῶνος,,,,,0
70980,ο02804,ὀπισθόχειρ,n,----------,,,,,,0
70981,ο02805,ὀπισθόψιλος,a,aps---cn2-,ὀπισθόψιλος ὀπισθόψιλος ὀπισθόψιλον,,,,,0
70982,ο02806,ὀπισθυπέρα,n,n-s---fn1l,ὀπισθυπέρας,,,,,0
70983,ο02807,ὄπισμα,n,n-s---nn3t,ὀπίσματος,,,,,0
70984,ο02808,ὀπισμός,n,----------,,,,,,0
70985,ο02809,ὀπισσόδομος,n,----------,,,,,,0
70987,ο02811,ὀπίστατος,a,aps---mn1-,ὀπίστατος ὀπιστάτη ὀπίστατον,,,,,0
70988,ο02812,ὀπίσω,r,rp--------,ὀπίσω,,,/o.pí.sɔː/,,0
70989,ο02813,ὀπισώτατος,a,aps---mn1-,ὀπισώτατος ὀπισωτάτη ὀπισώτατον,,,,,0
70990,ο02814,ὀπιτθοτίλα,n,----------,,,,,,0
70991,ο02815,ὀπιτίων,n,n-s---mn3n,ὀπιτίωνος,,,,,0
70992,ο02816,ὁπλάριον,n,n-s---nn2-,ὁπλαρίου,,,,,0
70993,ο02817,ὁπλασία,n,----------,,,,,,0
70994,ο02818,ὁπλέω,v,----------,,,,,,0
70995,ο02819,ὁπλή,n,n-s---fn1e,ὁπλῆς,,,/ho.plɛ̌ː/,,0
70996,ο02820,ὁπλήεις,a,aps---mn4i,ὁπλήεις ὁπλήεσσα ὁπλήεν,,,,,0
70997,,Ὅπλητες,n,----------,,,,,,0
70998,ο02821,ὁπλίζω,v,----------,,,,,,0
70999,ο02822,ὁπλικός,a,aps---mn1-,ὁπλικός ὁπλική ὁπλικόν,,,,,0
71000,ο02823,ὁπλισία,n,n-s---fn1l,ὁπλισίας,,,,,0
71001,ο02824,ὅπλισις,n,n-s---fn3v,ὁπλισέως,,,,,0
71003,ο02826,ὁπλισμός,n,----------,,,,,,0
71004,ο02827,ὁπλιστέον,a,----------,,,,,,0
71005,ο02828,ὁπλιστὴς,n,----------,,,,,,0
71006,ο02829,ὁπλιταγωγός,a,aps---cn2-,ὁπλιταγωγός ὁπλιταγωγός ὁπλιταγωγόν,,,,,0
71007,ο02830,ὁπλιτεία,n,n-s---fn1l,ὁπλιτείας,,,,,0
71008,ο02831,ὁπλιτεύω,v,----------,,,,,,0
71009,ο02832,ὁπλίτης,n,n-s---mn1e,ὁπλίτου,,,/ho.plǐː.tɛːs/,,0
71011,ο02834,ὅπλιτις,n,----------,,,,,,0
71012,ο02835,ὁπλιτοδρομέω,v,----------,,,,,,0
71014,ο02837,ὁπλιτοπάλης,n,n-s---mn1e,ὁπλιτοπάλου,,,,,0
70967,ο02791,ὀπισθοτίλη,n,n-s---fn1e,ὀπισθοτίλης,,,,,0
71018,ο02841,ὁπλοδότης,n,n-s---mn1e,ὁπλοδότου,,,,,0
71019,ο02842,ὁπλόδουπος,a,aps---cn2-,ὁπλόδουπος ὁπλόδουπος ὁπλόδουπον,,,,,0
71020,ο02843,ὁπλοθήκη,n,n-s---fn1e,ὁπλοθήκης,,,,,0
71021,ο02844,ὁπλοκαθαρμός,n,----------,,,,,,0
71022,ο02845,ὁπλοκαθαρσία,n,n-s---fn1l,ὁπλοκαθαρσίας,,,,,0
71024,ο02847,ὁπλολογέω,v,----------,,,,,,0
71025,ο02848,ὅπλομαι,v,----------,,,,,,0
71026,ο02849,ὁπλομανέω,v,----------,,,,,,0
71028,ο02851,ὁπλομάχης,n,n-s---mn1e,ὁπλομάχου,,,,,0
71030,ο02853,ὁπλομαχία,n,n-s---fn1l,ὁπλομαχίας,,,,,0
71031,ο02854,ὁπλομαχικός,a,aps---mn1-,ὁπλομαχικός ὁπλομαχική ὁπλομαχικόν,,,,,0
71032,ο02855,ὁπλομάχος,a,aps---cn2-,ὁπλομάχος ὁπλομάχος ὁπλομάχον,,,,,0
71033,ο02856,ὁπλομελέτη,n,n-s---fn1e,ὁπλομελέτης,,,,,0
71034,ο02857,ὅπλον,n,n-s---nn2-,ὅπλου,,,/hó.plon/,,0
71035,ο02858,ὁπλοπαικτής,n,n-s---mn1e,ὁπλοπαικτού,,,,,0
71036,ο02859,ὁπλοπάροχος,n,----------,,,,,,0
71037,ο02860,ὁπλοπεκτής,n,----------,,,,,,0
71038,ο02861,ὁπλοποιέω,v,----------,,,,,,0
71039,ο02862,ὁπλοποιητική,n,n-s---fn1e,ὁπλοποιητικῆς,,,,,0
71040,ο02863,ὁπλοποιία,n,n-s---fn1l,ὁπλοποιίας,,,,,0
71041,ο02864,ὁπλοποιική,n,n-s---fn1e,ὁπλοποιικῆς,,,,,0
71042,ο02865,ὁπλοποιός,n,----------,,,,,,0
71043,ο02866,ὁπλορχηστής,n,n-s---mn1e,ὁπλορχηστού,,,,,0
71044,ο02867,ὁπλοσκοπία,n,n-s---fn1l,ὁπλοσκοπίας,,,,,0
71045,,Ὁπλόσμιος,n,n-s---cn2-,Ὁπλοσμίου,,,,,0
71048,ο02870,ὁπλουργός,n,----------,,,,,,0
71049,ο02871,ὁπλοφάγος,a,aps---cn2-,ὁπλοφάγος ὁπλοφάγος ὁπλοφάγον,,,,,0
71050,ο02872,ὁπλοφορέω,v,----------,,,,,,0
71051,ο02873,ὁπλοφόρος,a,aps---cn2-,ὁπλοφόρος ὁπλοφόρος ὁπλοφόρον,,,,,0
71052,ο02874,ὁπλοφυλάκιον,n,n-s---nn2-,ὁπλοφυλακίου,,,,,0
71053,ο02875,ὁπλοφύλαξ,n,----------,,,,,,0
71055,ο02877,ὁπλοχελώνη,n,n-s---fn1e,ὁπλοχελώνης,,,,,0
71056,ο02878,ὁπλωνέω,v,----------,,,,,,0
71057,ο02880,ὀποβαλσάμινος,a,aps---mn1-,ὀποβαλσάμινος ὀποβαλσαμίνη ὀποβαλσάμινον,,,,,0
