0448605,a,9,excessively and uncomfortably conscious of your appearance or behavior; 'self-conscious teenagers'; 'wondered if she could ever be untidy without feeling self-conscious about it',
83081,00840214,a,9,reduced in efficacy or vitality or intensity; 'our shriveled receipts during the storm'; 'as the project wore on she found her enthusiasm shriveled'; 'the dollar's shrunken buying power',
83082,00840480,a,9,capable of being reduced; 'reducible to a set of principles of human nature'- Edmund Wilson,
83083,00840627,a,9,incapable of being made smaller or simpler; 'an irreducible minimum'; 'an irreducible formula',
83084,00840779,a,9,having knowledge and spiritual insight;,
83085,00840931,a,9,"instructed and encouraged in moral, intellectual, and spiritual improvement",
83086,00841060,a,9,not enlightened; ignorant; 'the devices by which unenlightened men preserved the unjust social order',
83087,00841275,a,9,lacking enlightenment or knowledge or culture; 'this benighted country'; 'benighted ages of barbarism and superstition'; 'the dark ages'; 'a dark age in the history of education',
83088,00841516,a,9,"marked by imagination, initiative, and readiness to undertake new projects; 'an enterprising foreign policy'; 'an enterprising young man likely to go far'",
83090,00841997,a,9,working hard to promote an enterprise,
83091,00842132,a,9,willing to take risks in order to make a profit,
83092,00842241,a,9,lacking in enterprise; not bold or venturesome,
83093,00842420,a,9,not inclined to be enterprising,
83095,00842889,a,9,characterized by strong enthusiasm; 'ardent revolutionaries'; 'warm support',
83096,00843026,a,9,marked by active interest and enthusiasm; 'an avid sports fan'; 'a great walker'; 'an eager beaver',
83097,00843202,a,9,(informal) intensely enthusiastic about or preoccupied with; 'crazy about cars and racing',
83098,00843344,a,9,marked by ardent or zealous enthusiasm for a cause,
83099,00843467,a,9,highly enthusiastic; 'glowing praise',
83100,00843558,a,9,unduly enthusiastic,
83101,00843640,a,9,not enthusiastic; lacking excitement or ardor; 'an unenthusiastic performance by the orchestra'; 'unenthusiastic applause',
83102,00843913,a,9,feeling or showing no enthusiasm; 'a cold audience'; 'a cold response to the new play'; 'a cool reply to the invitation',
83103,00844091,a,9,feeling or showing little interest or enthusiasm; 'a halfhearted effort'; 'gave only lukewarm support to the candidate',
83104,00844279,a,9,lacking spirit; 'it was a spiritless attempt',
83105,00844381,a,9,having or expressing desire for something; 'desirous of high office'; 'desirous of finding a quick solution to the problem',
83106,00844631,a,9,marked by eager desire; 'a big rich appetent Western city',
83107,00844744,a,9,(usually followed by `for') extremely desirous; 'athirst for knowledge'; 'hungry for recognition'; 'thirsty for informaton',
83108,00844949,a,9,(often followed by `for') ardently or excessively desirous; 'avid for adventure'; 'an avid ambition to succeed'; 'fierce devouring affection'; 'the esurient eyes of an avid curiosity'; 'greedy for fame',
83109,00845237,a,9,showing extreme cupidity; painfully desirous of another's advantages; 'he was never covetous before he met her'; 'jealous of his success and covetous of his possessions'; 'envious of their art collection',
83110,00845516,a,9,"having or feeling no desire; 'a very private man, totally undesirous of public office'",
83111,00845672,a,9,living within a living animal usually as a parasite; 'entozoic worms',
83112,00845818,a,9,living or growing on the exterior surface of an animal usually as a parasite; 'an epizoic plant parasite,
83113,00845976,a,9,"well matched; having the same quantity, value, or measure as another; 'on equal terms'; 'all men are equal before the law'",
83114,00846492,a,9,being essentially equal to something; 'a wish that was equivalent to a command'; 'his statement was tantamount to an admission of guilt',
83115,00846726,a,9,an equal number; 'we went to three plays in as many days',
83116,00846840,a,9,(accounting) total debits and credits are equal; 'the books looked balanced',
83117,00846971,a,9,(of a contest or contestants) evenly matched; 'a close contest'; 'a close election'; 'a tight game',
83118,00847130,a,9,having the same standing before the law,
83119,00847223,a,9,"of equal importance, rank, or degree",
83120,00847316,a,9,caused to be equal,
83121,00847402,a,9,the same distance apart at every point,
83122,00847498,a,9,having all sides or faces equal,
83123,00847587,a,9,essentially equal; 'women are paid less than men doing equivalent work',
83125,00847995,a,9,having equal dimensions or measurements,
83126,00848104,a,9,of a process or change taking place at constant temperature,
83127,00848220,a,9,on equal terms by payment or requital; 'we're now quits'; 'finally quits with the loan',
83128,00848359,a,9,of the score in a contest; 'the score is even',
83129,00848466,a,9,poorly balanced or matched in quantity or value or measure,
83130,00848722,a,9,having unsymmetrical parts or unequal dimensions or measurements,
83131,00848860,a,9,(of a contest or contestants) not fairly matched as opponents; 'vaudeville...waged an uneven battle against the church',
83132,00849045,a,9,"not equal or interchangeable in value, quantity, or significance",
83133,00849169,a,9,having a better than even chance of success; 'the odds-on favorite',
83134,00849290,a,9,(accounting) debits and credits are not equal,
83135,00849392,a,9,not caused to be equal,
83177,00857447,a,9,being such in essence or effect though not in actual fact; 'a virtual dependence on charity'; 'a virtual revolution'; 'virtual reality',
83137,00849916,a,9,brought into equipoise by means of a weight or force that offsets another,
83138,00850067,a,9,exhibiting equivalence or correspondence among constituents of an entity or between different entities,
83139,00850256,a,9,marked by balance or equilibrium and readiness for action; 'a gull in poised flight'; 'George's poised hammer',
83140,00850419,a,9,maintaining equilibrium,
83141,00850495,a,9,in an optimal state of balance or equilibrium; 'a well-balanced wheel',
83142,00850625,a,9,being or thrown out of equilibrium,
83143,00850729,a,9,used of solutions; having the same or equal osmotic pressure,
83144,00850874,a,9,of a solution; having a higher osmotic pressure than a comparison solution,
83145,00851023,a,9,of a solution; having a lower osmotic pressure than a comparison solution,
83147,00851718,a,9,characterized by a mixture of opposite feelings or attitudes; 'she felt ambivalent about his proposal'; 'an ambivalent position on rent control',
83148,00851919,a,9,having two meanings with intent to deceive; 'a sly double meaning'; 'spoke with forked tongue',
83149,00852075,a,9,"deliberately vague or ambiguous; 'his answers were brief, constrained and evasive'; 'an evasive statement'",
83150,00852235,a,9,of uncertain or ambiguous nature; 'the equivocal (or indeterminate) objects painted by surrealists',
83151,00852394,a,9,admitting of no doubt or misunderstanding; having only one meaning or interpretation and leading to only one conclusion; 'unequivocal evidence'; 'took an unequivocal position'; 'an unequivocal success'; 'an unequivocal promise'; 'an unequivocal (or univocal) statement',
83152,00852818,a,9,expressing finality with no implication of possible change; 'an absolute (or unequivocal) quarantee to respect the nation's authority'; 'inability to make a conclusive (or unequivocal) refusal',
83153,00853079,a,9,free from ambiguity; 'a straightforward set of instructions',
83154,00853201,a,9,not open to question; 'an unquestionable (or unequivocal) loss of prestige',
83155,00853337,a,9,able to be eradicated or rooted out,
83156,00853501,a,9,capable of being deleted,
83157,00853579,a,9,capable of having having clear evidence of eliminated without trace; 'the fire's worst scars were effaceable by a comprehensive program of reforestation'; 'a signal too loud to be erasable in a single pass through the erase head',
83158,00853876,a,9,capable of being totally destroyed or wiped out,
83159,00853995,a,9,able to be obliterated completely,
83160,00854098,a,9,not able to be destroyed or rooted out; 'ineradicable superstitions',
83161,00854297,a,9,"cannot be removed, washed away or erased; 'an indelible stain'",
83162,00854428,a,9,not capable of being expunged; 'the inexpungible scent of a bottle of perfume he had broken'- Louis Auchincloss,
83163,00854614,a,9,incapable of extermination or extirpation; 'some weeds seem inextirpable',
83164,00854763,a,9,confined to and understandable by only an enlightened inner circle; 'a compilation of esoteric philosophical theories',
83165,00855044,a,9,difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge; 'the professor's lectures were so abstruse that students tended to avoid them'; 'a deep metaphysical theory'; 'some recondite problem in historiography',
83166,00855358,a,9,requiring secret or mysterious knowledge; 'the arcane science of dowsing',
83167,00855484,a,9,having a secret or hidden meaning; 'cabalistic symbols engraved in stone'; 'cryptic writings'; 'thoroughly sibylline in most of his pronouncements'- John Gunther,
83168,00855736,a,9,having an import not apparent to the senses nor obvious to the intelligence; beyond ordinary understanding; 'mysterious symbols'; 'the mystical style of Blake'; 'occult lore'; 'the secret learning of the ancients',
83169,00856044,a,9,suitable for the general public; 'writings of an exoteric nature',
83170,00856182,a,9,basic and fundamental; 'the essential feature',
83171,00856572,a,9,of primary importance; 'basic truths',
