11,νοσηρός,a,aps---mn1-,νοσηρός νοσηρά νοσηρόν,νοσηρός,0
74764,π01924,παραμιλλάομαι,v,----------,,παραμιλλάομαι,0
74766,π01926,παραμιμέομαι,v,----------,,παραμιμέομαι,0
74767,π01927,παραμιμνήσκομαι,v,----------,,παραμιμνήσκομαι,0
74768,π01928,παραμίμνω,v,----------,,παραμίμνω,0
74769,π01929,παραμίξ,r,----------,,παραμίξ,0
74770,π01930,παραμιξολυδιάζω,v,----------,,παραμιξολυδιάζω,0
74771,π01931,παραμίσγω,v,----------,,παραμίσγω,0
74773,π01933,πάραμμα,n,n-s---nn3t,παράμματος,πάραμμα,0
74774,π01934,παραμολύνω,v,----------,,παραμολύνω,0
74776,π01936,παραμονή,n,n-s---fn1e,παραμονῆς,παραμονή,0
74777,π01937,παραμόνιμος,a,aps---cn2-,παραμόνιμος παραμόνιμος παραμόνιμον,παραμόνιμος,0
74778,π01938,παράμονος,a,aps---cn2-,παράμονος παράμονος παράμονον,παράμονος,0
74779,π01939,παράμουσος,a,aps---cn2-,παράμουσος παράμουσος παράμουσον,παράμουσος,0
74729,π01889,παραλυτρόομαι,v,----------,,παραλυτρόομαι,0
74783,π01943,παραμυθέομαι,v,----------,,παραμυθέομαι,0
74786,π01946,παραμυθητής,n,n-s---mn1e,παραμυθητού,παραμυθητής,0
74788,π01948,παραμυθητός,a,aps---mn1-,παραμυθητός παραμυθητή παραμυθητόν,παραμυθητός,0
74789,π01949,παραμυθία,n,n-s---fn1l,παραμυθίας,παραμυθία,0
74790,π01950,παραμυθιακός,a,aps---mn1-,παραμυθιακός παραμυθιακή παραμυθιακόν,παραμυθιακός,0
74791,π01951,παραμύθιον,n,n-s---nn2-,παραμυθίου,παραμύθιον,0
74792,π01952,παραμυκάομαι,v,----------,,παραμυκάομαι,0
74793,π01953,παραμύσσω,v,----------,,παραμύσσω,0
74794,π01954,παραμφοδέω,v,----------,,παραμφοδέω,0
74797,π01957,παράμωρος,a,aps---cn2-,παράμωρος παράμωρος παράμωρον,παράμωρος,0
74798,π01958,παραναβαίνω,v,----------,,παραναβαίνω,0
74799,π01959,παραναβλαστάνω,v,----------,,παραναβλαστάνω,0
74801,π01961,παραναγκάζω,v,----------,,παραναγκάζω,0
74802,π01962,παρανάγνωσις,n,n-s---fn3v,παραναγνωσέως,παρανάγνωσις,0
74803,π01963,παρανάγω,v,----------,,παρανάγω,0
74804,π01964,παραναδύομαι,v,----------,,παραναδύομαι,0
74805,π01965,παραναθλίβω,v,----------,,παραναθλίβω,0
74806,π01966,παραναιετάω,v,----------,,παραναιετάω,0
74807,π01967,παραναίω,v,----------,,παραναίω,0
74811,π01971,παρανάλωμα,n,n-s---nn3t,παραναλώματος,παρανάλωμα,0
74812,π01972,παραναπαύομαι,v,----------,,παραναπαύομαι,0
74813,π01973,παραναπείθω,v,----------,,παραναπείθω,0
74814,π01974,παραναπίπτω,v,----------,,παραναπίπτω,0
74815,π01975,παρανατείνω,v,----------,,παρανατείνω,0
74817,π01977,παρανατολή,n,n-s---fn1e,παρανατολῆς,παρανατολή,0
74818,π01978,παραναφύω,v,----------,,παραναφύω,0
74819,π01979,παραναφωνέω,v,----------,,παραναφωνέω,0
74821,π01981,παρανεάτη,n,n-s---fn1e,παρανεάτης,παρανεάτη,0
74822,π01982,παρανέμω,v,----------,,παρανέμω,0
74824,π01984,παρανευρίζομαι,v,----------,,παρανευρίζομαι,0
74825,π01985,παρανεύω,v,----------,,παρανεύω,0
74826,π01986,παρανέω,v,----------,,παρανέω,0
74827,π01987,παρανηνέω,v,----------,,παρανηνέω,0
74829,π01989,παρανήχομαι,v,----------,,παρανήχομαι,0
74830,π01990,παρανθέω,v,----------,,παρανθέω,0
74832,π01992,παρανίημι,v,----------,,παρανίημι,0
74834,π01994,παρανίσσομαι,v,----------,,παρανίσσομαι,0
74835,π01995,παρανίστημι,v,----------,,παρανίστημι,0
74836,π01996,παρανίσχω,v,----------,,παρανίσχω,0
74782,π01942,παραμπυκίζω,v,----------,,παραμπυκίζω,0
74840,π02000,παράνοια,n,n-s---fn1v,,παράνοια,0
74841,π02001,παρανοίγνυμι,v,----------,,παρανοίγνυμι,0
74842,π02002,παρανομέω,v,----------,,παρανομέω,0
74844,π02004,παρανόμησις,n,n-s---fn3v,παρανομησέως,παρανόμησις,0
74846,π02006,παρανομία,n,n-s---fn1l,παρανομίας,παρανομία,0
74847,π02007,παράνομος,a,aps---cn2-,παράνομος παράνομος παράνομον,παράνομος,0
74848,π02008,παράνοος,a,aps---cn2-,παράνοος παράνοος παράνοον,παράνοος,0
74849,π02009,παρανοσφίζομαι,v,----------,,παρανοσφίζομαι,0
74850,π02010,πάραντα,r,----------,,πάραντα,0
74851,π02011,παραντέλλω,v,----------,,παραντέλλω,0
74852,π02012,παραντίχειρ,n,----------,,παραντίχειρ,0
74854,π02014,παρανυμφεύω,v,----------,,παρανυμφεύω,0
74855,π02015,παρανύμφιος,n,----------,,παρανύμφιος,0
74857,π02017,παρανύσσω,v,----------,,παρανύσσω,0
74858,π02018,πάραξ,n,n-s---mn3v,πάρακος,πάραξ,0
74859,π02019,παράξενος,a,aps---cn2-,παράξενος παράξενος παράξενον,παράξενος,0
74860,π02020,παραξέω,v,----------,,παραξέω,0
74861,π02021,παραξηραίνω,v,----------,,παραξηραίνω,0
74863,π02023,παράξιος,a,aps---cn2-,παράξιος παράξιος παράξιον,παράξιος,0
74864,π02024,παραξιφίδιον,n,n-s---nn2-,παραξιφιδίου,παραξιφίδιον,0
74865,π02025,παραξιφίς,n,n-s---fn3d,παραξιφίδος,παραξιφίς,0
74866,π02026,παραξοή,n,n-s---fn1e,παραξοῆς,παραξοή,0
74869,π02029,παραξυράω,v,----------,,παραξυράω,0
74870,π02030,παράξυσμα,n,n-s---nn3d,παραξύσματος,παράξυσμα,0
74871,π02031,παραξύω,v,----------,,παραξύω,0
74872,π02032,παράορος,n,----------,,παράορος,0
74873,π02033,παράπαγος,n,n-s---mn2-,παραπάγου,παράπαγος,0
74874,π02034,παράπαιγμα,n,n-s---nn3t,παραπαίγματος,παράπαιγμα,0
74876,π02036,παραπαιδαγωγέω,v,----------,,παραπαιδαγωγέω,0
74878,π02038,παραπαίζω,v,----------,,παραπαίζω,0
74879,π02039,παραπαιόντως,r,----------,,παραπαιόντως,0
74880,π02040,παράπαισμα,n,n-s---nn3t,παραπαίσματος,παράπαισμα,0
74882,π02042,παραπαίω,v,----------,,παραπαίω,0
74883,π02043,παραπάλλομαι,v,----------,,παραπάλλομαι,0
74884,π02044,παράπαν,r,----------,,παράπαν,0
74885,π02045,παραπάσσω,v,----------,,παραπάσσω,0
74887,π02047,παραπατάω,v,----------,,παραπατάω,0
74888,π02048,παραπαφίσκω,v,----------,,παραπαφίσκω,0
74889,π02049,παραπείθω,v,----------,,παραπείθω,0
74890,π02050,παραπειράομαι,v,----------,,παραπειράομαι,0
74838,π01998,παρανόησις,n,n-s---fn3v,παρανοησέως,παρανόησις,0
74894,π02054,παραπελεκάομαι,v,----------,,παραπελεκάομαι,0
74896,π02056,παραπέμπω,v,v1spia--1-,,παραπέμπω,0
74897,π02057,παράπεμψις,n,n-s---fn3v,παραπεμψέως,παράπεμψις,0
74898,π02058,παραπεπλεγμένως,r,----------,,παραπεπλεγμένως,0
74899,π02059,παραπεριπατέω,v,----------,,παραπεριπατέω,0
74900,π02060,παραπέρνημι,v,----------,,παραπέρνημι,0
74902,π02062,παραπέταλος,a,aps---cn2-,παραπέταλος παραπέταλος παραπέταλον,παραπέταλος,0
74903,π02063,παραπετάννυμαι,v,----------,,παραπετάννυμαι,0
74904,π02064,παραπέτασμα,n,n-s---nn3t,παραπετάσματος,παραπέτασμα,0
74905,π02065,παραπέτομαι,v,----------,,παραπέτομαι,0
74906,π02066,παραπεφυλαγμένως,r,----------,,παραπεφυλαγμένως,0
74908,π02068,παραπήγνυμι,v,----------,,παραπήγνυμι,0
74909,π02069,παραπηδάω,v,----------,,παραπηδάω,0
74910,π02070,παραπηκτέον,a,----------,,παραπηκτέον,0
74912,π02072,παραπηρόομαι,v,----------,,παραπηρόομαι,0
74913,π02073,παραπήχιον,n,n-s---nn2-,παραπηχίου,παραπήχιον,0
74914,π02074,παράπηχυ,n,----------,,παράπηχυ,0
74915,π02075,παραπιέζω,v,----------,,παραπιέζω,0
74917,π02077,παραπιεσμός,n,----------,,παραπιεσμός,0
74918,π02078,παραπικραίνω,v,----------,,παραπικραίνω,0
74919,π02079,παραπικρασμός,n,----------,,παραπικρασμός,0
74921,π02081,παραπίμπλημι,v,----------,,παραπίμπλημι,0
74922,π02082,παραπίμπραμαι,v,----------,,παραπίμπραμαι,0
74924,π02084,παραπίπτω,v,----------,,παραπίπτω,0
74925,π02085,παραπιστεύω,v,----------,,παραπιστεύω,0
74926,π02086,παραπιτνάω,v,----------,,παραπιτνάω,0
74929,π02089,παραπλάζω,v,----------,,παραπλάζω,0
74930,π02090,παραπλανάομαι,v,----------,,παραπλανάομαι,0
74931,π02091,παράπλασμα,n,n-s---nn3t,παραπλάσματος,παράπλασμα,0
74932,π02092,παραπλασμός,n,----------,,παραπλασμός,0
74933,π02093,παραπλάσσω,v,----------,,παραπλάσσω,0
74935,π02095,παράπλεγμα,n,n-s---nn3t,παραπλέγματος,παράπλεγμα,0
74936,π02096,παραπλεκτέον,a,----------,,παραπλεκτέον,0
74937,π02097,παραπλέκω,v,----------,,παραπλέκω,0
74940,π02100,παραπλευρόω,v,----------,,παραπλευρόω,0
74941,π02101,παραπλευστέος,a,aps---mn1-,παραπλευστέος παραπλευστέα παραπλευστέον,παραπλευστέος,0
74942,π02102,παραπλέω,v,----------,,παραπλέω,0
74943,π02103,παραπληγίη,n,----------,,παραπληγίη,0
74892,π02052,παραπειστέον,a,----------,,παραπειστέον,0
74947,π02107,παραπλήξ,n,n-s---cn3e,παραπλῆγος,παραπλήξ,0
74948,π02108,παραπληξία,n,n-s---fn1l,παραπληξίας,παραπληξία,0
74949,π02109,παραπληρόω,v,----------,,παραπληρόω,0
74950,π02110,παραπλήρωμα,n,n-s---nn3t,παραπληρώματος,παραπλήρωμα,0
74952,π02112,παραπλήρωσις,n,n-s---fn3v,παραπληρωσέως,παραπλήρωσις,0
74954,π02114,παραπλήσσω,v,----------,,παραπλήσσω,0
74955,π02115,παραπλόκαμος,a,aps---cn2-,παραπλόκαμος παραπλόκαμος παραπλόκαμον,παραπλόκαμος,0
74956,π02116,παραπλοκή,n,n-s---fn1e,παραπλοκῆς,παραπλοκή,0
74957,π02117,παράπλοος,n,n-s---mn2-,παραπλόου,παράπλοος,0
74958,π02118,παράπλωμα,n,n-s---nn3t,παραπλώματος,παράπλωμα,0
74959,π02119,παραπλώω,v,----------,,παραπλώω,0
74960,π02120,παραπνέω,v,----------,,παραπνέω,0
74961,π02121,παραπνοή,n,n-s---fn1e,παραπνοῆς,παραπνοή,0
74962,π02122,παραποδίζω,v,----------,,παραποδίζω,0
74963,π02123,παραπόδιος,a,aps---cn2-,παραπόδιος παραπόδιος παραπόδιον,παραπόδιος,0
74964,π02124,παραποδισμός,n,----------,,παραποδισμός,0
74965,π02125,παραποδιστός,a,aps---mn1-,παραποδιστός παραποδιστή παραποδιστόν,παραποδιστός,0
74966,π02126,παραποδύομαι,v,----------,,παραποδύομαι,0
74967,π02127,παραποθνήσκω,v,----------,,παραποθνήσκω,0
74968,π02128,παραποιέω,v,----------,,παραποιέω,0
74969,π02129,παραποίησις,n,n-s---fn3v,παραποιησέως,παραποίησις,0
74970,π02130,παραπολαύω,v,----------,,παραπολαύω,0
74971,π02131,παραπόλλυμι,v,----------,,παραπόλλυμι,0
74972,π02132,παραπολύ,r,----------,,παραπολύ,0
74975,π02135,παραπομπή,n,n-s---fn1e,παραπομπῆς,παραπομπή,0
74977,π02137,παραπόμπιμος,a,aps---cn2-,παραπόμπιμος παραπόμπιμος παραπόμπιμον,παραπόμπιμος,0
