40,προγεωργός,n,----------,,,,,,0
111531,ω00075,ὠκύπορος,a,aps---cn2-,ὠκύπορος ὠκύπορος ὠκύπορον,,,,,0
111540,ω00084,ὠκύσκοπος,a,aps---cn2-,ὠκύσκοπος ὠκύσκοπος ὠκύσκοπον,,,,,0
111553,ω00097,ὠλένιος,a,aps---mn1-,ὠλένιος ὠλένια ὠλένιον,,,,,0
111559,ω00102,ὠλεσίκαρπος,a,aps---cn2-,ὠλεσίκαρπος ὠλεσίκαρπος ὠλεσίκαρπον,,,,,0
111575,ω00118,ὠμαμπέλινος,a,aps---mn1-,ὠμαμπέλινος ὠμαμπελίνη ὠμαμπέλινον,,,,,0
111596,ω00140,ὠμοβύρσινος,a,aps---mn1-,ὠμοβύρσινος ὠμοβυρσίνη ὠμοβύρσινον,,,,,0
111609,ω00152,ὠμοκρατής,a,aps---cn5s,ὠμοκρατής ὠμοκρατής ὠμοκρατές,,,,,0
111620,ω00163,ὠμοσπάρακτος,a,aps---cn2-,ὠμοσπάρακτος ὠμοσπάρακτος ὠμοσπάρακτον,,,,,0
111637,ω00180,ὠμοχειρούργητος,a,aps---cn2-,ὠμοχειρούργητος ὠμοχειρούργητος ὠμοχειρούργητον,,,,,0
111650,ω00193,ὠνητικός,a,aps---mn1-,ὠνητικός ὠνητική ὠνητικόν,,,,,0
111665,,ᾠοειδής,a,aps---cn5s,ᾠοειδής ᾠοειδής ᾠοειδές,,,/ɔːi̯.o.eː.dɛ̌ːs/,,0
111679,,ᾠότοκος,a,aps---cn2-,ᾠότοκος ᾠότοκος ᾠότοκον,,,,,0
111695,ω00215,ὡραιοκόμος,a,aps---cn2-,ὡραιοκόμος ὡραιοκόμος ὡραιοκόμον,,,,,0
111707,ω00227,ὡράριθμος,a,aps---cn2-,ὡράριθμος ὡράριθμος ὡράριθμον,,,,,0
111720,ω00240,ὠρητύς,n,n-s---fn3v,ὠρητύος,,,,,0
111727,ω00247,ὡρικός,a,aps---mn1-,ὡρικός ὡρική ὡρικόν,,,,,0
111734,ω00256,ὥριος,a,aps---mn1-,ὥριος ὥρια ὥριον,,aps---cn2-=ὥριος aps---cn2-=ὥριος aps---nn2-=ὥριον,,,0
111750,ω00269,ὡροδρόμημα,n,n-s---nn3t,ὡροδρομήματος,,,,,0
111757,ω00276,ὡρολόγιον,n,n-s---nn2-,ὡρολογίου,,,/hɔː.ro.ló.ɡi.on/,,0
111772,ω00290,ὧρος,n,n-s---mn2-,ὥρου,,,,,0
111778,ω00297,ὡροσκόπιον,n,n-s---nn2-,,,,/hɔː.ros.kó.pi.on/,,0
111794,ω00314,ὡσάν,n,----------,,,,,,0
111803,ω00323,ὡσιωμένως,r,----------,,,,,,0
111813,ω00333,ὤστης,n,n-s---mn1e,ὤστου,,,,,0
112398,τ02407,τρέφω,v,v1spia--1-,τρέφω θρέψω ἔθρεψα τέτροφα τέθραμμαι ἐτράφην,,v1saia--12=ἔτραφον v1saip--1-=ἐθρέφθην,,,1
112489,,πόντιος,a,----------,,,,,,0
112493,,ποντόομαι,v,----------,,,,,,0
112490,,ποντικός,a,----------,,,,,,0
112494,,ποντοπόρος,a,----------,,,,,,0
112495,,ποντογένεια,n,----------,,,,,,0
112492,,ποντεύς,n,----------,,,,,,0
112497,,ποντομέδουσα,n,----------,,,,,,0
81936,π09001,πόντος,n,n-s---mn2-,πόντου,,"ἐκ πόντοφιν, Od.24.83",/'pon.tos/,,1
105615,,Φ,n,n-s---nn--,-,,,,,0
108421,,Χ,n,n-s---nn--,-,,,,,0
45198,,ᾕρευν,n,----------,,,,,,0
13,α00663,ἄαπτος,a,aps---cn2-,ἄαπτος ἄαπτος ἄαπτον,,,,,0
14,α00705,ἄας,n,----------,,,,,,0
15,α00729,ἀασιφρονία,n,n-s---fn1l,ἀασιφρονίας,,,,,0
16,α00730,ἀασιφροσύνη,n,----------,,,,,,0
17,α00731,ἀασμός,n,----------,,,,,,0
18,α00732,ἀάσπετος,n,----------,,,,,,0
19,α00850,ἀατήρ,n,n-s---mn3r,ἀατῆρος,,,,,0
20,α01183,ἄατος,a,----------,,,,,,0
21,α01182,ἄατος,a,aps---cn2-,ἄατος ἄατος ἄατον,,,,,0
22,α01377,ἀάω,v,----------,,,,/a.á.ɔː/,,0
23,α01392,ἀβαθής,a,aps---cn5s,ἀβαθής ἀβαθής ἀβαθές,,,,,0
24,α01393,ἄβαθρος,a,aps---cn2-,ἄβαθρος ἄβαθρος ἄβαθρον,,,,,0
25,α01394,ἀβακέω,v,----------,,,,,,0
26,α01395,ἀβακής,a,aps---cn5s,ἀβακής ἀβακής ἀβακές,,,,,0
27,α01396,ἀβακίζομαι,v,----------,,,,,,0
28,α01397,ἀβάκιον,n,n-s---nn2-,ἀβακίου,,,,,0
29,α01398,ἀβακίσκος,n,n-s---mn2-,ἀβακίσκου,,,/a.ba.kís.kos/,,0
30,α01399,ἀβακοειδής,a,aps---cn5s,ἀβακοειδής ἀβακοειδής ἀβακοειδές,,,,,0
31,α01400,ἀβάκχευτος,a,aps---cn2-,ἀβάκχευτος ἀβάκχευτος ἀβάκχευτον,,,,,0
32,α01401,ἀβακχίωτος,a,aps---cn2-,ἀβακχίωτος ἀβακχίωτος ἀβακχίωτον,,,,,0
33,α01402,ἄβαλε,n,----------,,,,,,0
34,α01403,ἀβαμβάκευτος,a,aps---cn2-,ἀβαμβάκευτος ἀβαμβάκευτος ἀβαμβάκευτον,,,,,0
111896,,Ϝ,l,----------,,,,,,0
1,,Α,l,----------,,,,,,0
2,α00001,ἀ,n,----------,,,,,,0
3,α00002,ἀ,n,----------,,,,,,0
4,α00005,ἆ,n,----------,,,,,,0
5,α00003,ἃ,p,----------,,,,,,0
6,α00027,ἀάατος,a,aps---cn2-,ἀάατος ἀάατος ἀάατον,,,/a.ǎː.a.tos/,,0
7,α00051,ἀαγής,a,aps---cn5s,ἀαγής ἀαγής ἀαγές,,,/a.aː.ɡɛ̌ːs/,,0
8,α00179,ἀάζω,v,----------,,,,,,0
9,α00300,ἀακίδωτος,a,aps---cn2-,ἀακίδωτος ἀακίδωτος ἀακίδωτον,,,,,0
10,α00511,ἀανές,n,----------,,,,,,0
11,α00522,ἄανθα,n,n-s---fn1s,ἄανθας,,,,,0
12,α00655,ἀάπλετος,a,aps---cn2-,ἀάπλετος ἀάπλετος ἀάπλετον,,,,,0
39,α01408,ἀβαρής,a,aps---cn5s,ἀβαρής ἀβαρής ἀβαρές,,,/a.ba.rɛ̌ːs/,,0
40,α01409,ἄβαρις,n,----------,,,,,,0
41,α01410,ἀβασάνιστος,a,aps---cn2-,ἀβασάνιστος ἀβασάνιστος ἀβασάνιστον,,,,,0
42,α01411,ἀβασίλευτος,a,aps---cn2-,ἀβασίλευτος ἀβασίλευτος ἀβασίλευτον,,,,,0
43,α01412,ἀβασκάνιστος,a,aps---cn2-,ἀβασκάνιστος ἀβασκάνιστος ἀβασκάνιστον,,,,,0
44,α01413,ἀβάσκανος,a,aps---cn2-,ἀβάσκανος ἀβάσκανος ἀβάσκανον,,,,,0
45,α01414,ἀβάσκαντος,a,aps---cn2-,ἀβάσκαντος ἀβάσκαντος ἀβάσκαντον,,,,,0
46,α01415,ἀβάστακτος,a,aps---cn2-,ἀβάστακτος ἀβάστακτος ἀβάστακτον,,,,,0
47,α01416,ἀβατόομαι,v,----------,,,,,,0
49,α01418,ἀβαφής,a,aps---cn5s,ἀβαφής ἀβαφής ἀβαφές,,,,,0
50,α01420,ἀβδέλυκτος,a,aps---cn2-,ἀβδέλυκτος ἀβδέλυκτος ἀβδέλυκτον,,,,,0
51,,Ἀβδηρίτης,n,n-s---mn1e,Ἀβδηρίτου,,,/ab.dɛː.rǐː.tɛːs/,,0
52,α01421,ἄβδης,n,n-s---mn1e,ἄβδου,,,,,0
53,α01422,ἀβέβαιος,a,aps---cn2-,ἀβέβαιος ἀβέβαιος ἀβέβαιον,,,,,0
54,α01423,ἀβεβαιότης,n,n-s---fn3t,ἀβεβαιότητος,,,,,0
55,α01424,ἀβέβηλος,a,aps---cn2-,ἀβέβηλος ἀβέβηλος ἀβέβηλον,,,,,0
57,α01426,ἀβελτερεύομαι,v,----------,,,,,,0
58,α01427,ἀβελτερία,n,n-s---fn1l,ἀβελτερίας,,,,,0
59,α01428,ἀβελτεροκόκκυξ,n,n-s---mn3e,ἀβελτεροκόκκυγος,,,,,0
61,α01430,ἀβηδών,n,----------,,,,,,0
62,α01431,ἀβίαστος,a,aps---cn2-,ἀβίαστος ἀβίαστος ἀβίαστον,,,,,0
63,α01432,ἀβίβαστος,a,aps---cn2-,ἀβίβαστος ἀβίβαστος ἀβίβαστον,,,,,0
64,α01433,ἀβίβλης,n,n-s---mn1e,ἀβίβλου,,,,,0
65,α01434,ἄβιος,a,----------,,,,,,0
66,α01435,ἄβιος,a,aps---cn2-,ἄβιος ἄβιος ἄβιον,,,,,0
67,α01436,ἀβίοτος,a,aps---cn2-,ἀβίοτος ἀβίοτος ἀβίοτον,,,,,0
68,α01437,ἀβίυκτον,n,----------,,,,,,0
69,α01438,ἀβιωτοποιός,a,aps---cn2-,ἀβιωτοποιός ἀβιωτοποιός ἀβιωτοποιόν,,,,,0
70,α01439,ἀβίωτος,a,aps---cn2-,ἀβίωτος ἀβίωτος ἀβίωτον,,,,,0
71,α01440,ἀβλάβεια,n,n-s---fn1s,ἀβλάβειας,,,,,0
72,α01441,ἀβλαβής,a,aps---cn5s,ἀβλαβής ἀβλαβής ἀβλαβές,,,,,0
73,α01442,ἀβλαβία,n,n-s---fn1l,ἀβλαβίας,,,,,0
74,α01443,ἄβλαπτος,a,aps---cn2-,ἄβλαπτος ἄβλαπτος ἄβλαπτον,,,,,0
75,α01444,ἀβλαστέω,v,----------,,,,,,0
76,α01446,ἄβλαστος,a,aps---cn2-,ἄβλαστος ἄβλαστος ἄβλαστον,,,,,0
77,α01445,ἀβλάστητος,a,aps---cn2-,ἀβλάστητος ἀβλάστητος ἀβλάστητον,,,,,0
78,α01447,ἄβλαυτος,a,aps---cn2-,ἄβλαυτος ἄβλαυτος ἄβλαυτον,,,,,0
79,α01448,ἀβλεμής,a,aps---cn5s,ἀβλεμής ἀβλεμής ἀβλεμές,,,,,0
80,α01449,ἀβλεννής,a,aps---cn5s,ἀβλεννής ἀβλεννής ἀβλεννές,,,,,0
81,α01450,ἀβλεπτέω,v,----------,,,,,,0
37,α01406,ἄβαπτος,a,aps---cn2-,ἄβαπτος ἄβαπτος ἄβαπτον,,,,,0
85,α01454,ἀβλεψία,n,n-s---fn1l,ἀβλεψίας,,,,,0
86,α01455,ἄβληρα,n,----------,,,,,,0
87,α01456,ἀβλής,n,----------,,,,,,0
88,α01457,ἄβλητος,a,aps---cn2-,ἄβλητος ἄβλητος ἄβλητον,,,,,0
89,α01458,ἀβληχής,a,aps---cn5s,ἀβληχής ἀβληχής ἀβληχές,,,,,0
90,α01459,ἀβληχρής,a,aps---cn3s,ἀβληχρής ἀβληχρής ἀβληχρές,,,,,0
91,α01460,ἀβληχρός,a,aps---mn1-,ἀβληχρός ἀβληχρά ἀβληχρόν,,,,,0
92,α01461,ἀβοατί,r,----------,,,,,,0
93,α01462,ἀβοηθησία,n,n-s---fn1l,ἀβοηθησίας,,,,,0
94,α01463,ἀβοήθητος,a,aps---cn2-,ἀβοήθητος ἀβοήθητος ἀβοήθητον,,,,,0
95,α01464,ἀβοηθί,r,----------,,,,,,0
96,α01465,ἀβοητί,r,----------,,,,,,0
97,α01466,ἀβόητος,a,aps---cn2-,ἀβόητος ἀβόητος ἀβόητον,,,,,0
98,α01467,ἀβολαία,n,----------,,,,,,0
99,α01468,ἀβολέω,v,----------,,,,,,0
101,α01470,ἀβολήτωρ,n,n-s---mn3r,ἀβολήτορος,,,,,0
102,α01471,ἀβόλλα,n,n-s---fn1l,ἀβόλλας,,,,,0
103,α01472,ἄβολος,a,aps---cn2-,ἄβολος ἄβολος ἄβολον,,,,,0
105,,Ἀβοριγῖνες,n,----------,,,,,,0
106,α01474,ἄβορος,a,aps---cn2-,ἄβορος ἄβορος ἄβορον,,,,,0
107,α01475,ἀβοσκής,a,aps---cn5s,ἀβοσκής ἀβοσκής ἀβοσκές,,,,,0
109,α01477,ἄβοτος,a,aps---cn2-,ἄβοτος ἄβοτος ἄβοτον,,,,,0
110,α01485,ἀβουχόλητος,a,aps---cn2-,ἀβουχόλητος ἀβουχόλητος ἀβουχόλητον,,,,,0
111,α01478,ἀβουλεί,r,----------,,,,,,0
112,α01479,ἀβούλευτος,a,aps---cn2-,ἀβούλευτος ἀβούλευτος ἀβούλευτον,,,,,0
113,α01480,ἀβουλέω,v,----------,,,,,,0
114,α01481,ἀβούλητος,a,aps---cn2-,ἀβούλητος ἀβούλητος ἀβούλητον,,,,,0
115,α01482,ἀβουλία,n,n-s---fn1l,ἀβουλίας,,,/a.boː.lí.aː/,,0
116,α01483,ἄβουλος,a,aps---cn2-,ἄβουλος ἄβουλος ἄβουλον,,,,,0
117,α01484,ἀβούτης,n,n-s---mn1e,ἀβούτου,,,,,0
118,α01486,ἅβρα,n,n-s---fn1l,ἅβρας,,,,,0
119,α01487,ἀβραμίδιον,n,n-s---nn2-,ἀβραμιδίου,,,,,0
120,α01488,ἀβραμίς,n,n-s---fn3d,,,,,,0
121,α01489,ἀβραμύας,n,----------,,,,,,0
123,α01491,ἄβρεκτος,a,aps---cn2-,ἄβρεκτος ἄβρεκτος ἄβρεκτον,,,,,0
124,α01492,ἁβρίζομαι,v,----------,,,,,,0
125,α01493,ἀβριθής,a,aps---cn5s,ἀβριθής ἀβριθής ἀβριθές,,,,,0
126,α01494,ἄβρικτος,a,aps---cn2-,ἄβρικτος ἄβρικτος ἄβρικτον,,,,,0
127,α01495,ἁβροβάτης,n,n-s---mn1e,ἁβροβάτου,,,,,0
128,α01496,ἁβρόβιος,a,aps---cn2-,ἁβρόβιος ἁβρόβιος ἁβρόβιον,,,,,0
130,α01498,ἁβρόγοος,a,aps---cn2-,ἁβρόγοος ἁβρόγοος ἁβρόγοον,,,,,0
131,α01499,ἁβρόδαις,n,----------,,,,,,0
132,α01500,ἁβροδίαιτα,n,n-s---fn1s,ἁβροδίαιτας,,,,,0
233,α01661,ἀγαῖος,a,----------,,,,,,0
84,α01453,ἀβλέφαρος,a,aps---cn2-,ἀβλέφαρος ἀβλέφαρος ἀβλέφαρον,,,,,0
135,α01503,ἁβρόκαρπον,n,----------,,,,,,0
136,α01504,ἁβροκόμης,n,n-s---mn1e,ἁβροκόμου,,,,,0
137,α01505,ἀβρόμιος,a,aps---cn2-,ἀβρόμιος ἀβρόμιος ἀβρόμιον,,,,,0
138,α01506,ἁβρομίτρης,n,n-s---mn1e,ἁβρομίτρου,,,,,0
139,α01507,ἄβρομος,a,----------,,,,,,0
140,α01508,ἁβροπάρθενοι,a,----------,,,,,,0
141,α01509,ἁβροπέδιλος,a,aps---cn2-,ἁβροπέδιλος ἁβροπέδιλος ἁβροπέδιλον,,,,,0
142,α01510,ἁβροπενθής,a,aps---cn5s,ἁβροπενθής ἁβροπενθής ἁβροπενθές,,,,,0
144,α01512,ἁβρόπηνος,a,aps---cn2-,ἁβρόπηνος ἁβρόπηνος ἁβρόπηνον,,,,,0
145,α01513,ἁβρόπλουτος,a,aps---cn2-,ἁβρόπλουτος ἁβρόπλουτος ἁβρόπλουτον,,,,,0
146,α01514,ἁβρός,a,aps---mn1-,,,,/ha.brós/,,0
147,α01515,ἁβροσία,n,n-s---fn1l,ἁβροσίας,,,,,0
148,α01516,ἁβροσταγής,a,aps---cn5s,ἁβροσταγής ἁβροσταγής ἁβροσταγές,,,,,0
149,α01517,ἁβροσύνη,n,n-s---fn1e,ἁβροσύνης,,,,,0
150,α01518,ἁβρόσφυρος,a,aps---cn2-,ἁβρόσφυρος ἁβρόσφυρος ἁβρόσφυρον,,,,,0
151,α01519,ἀβροτάζω,v,----------,,,,,,0
152,α01520,ἁβρότης,n,n-s---fn3t,ἁβρότητος,,,,,0
154,α01522,ἀβροτίνη,n,n-s---fn1e,ἀβροτίνης,,,,,0
155,α01523,ἀβροτόνινος,a,aps---mn1-,ἀβροτόνινος ἀβροτονίνη ἀβροτόνινον,,,,,0
156,α01524,ἀβροτονίτης,a,----------,,,,,,0
157,α01525,ἀβρότονον,n,n-s---nn2-,ἀβροτόνου,,,,,0
159,α01527,ἁβροχαίτης,n,n-s---mn1e,ἁβροχαίτου,,,,,0
160,α01528,ἀβροχέω,v,----------,,,,,,0
161,α01529,ἀβροχία,n,n-s---fn1l,ἀβροχίας,,,,,0
162,α01530,ἀβροχικός,a,aps---mn1-,ἀβροχικός ἀβροχική ἀβροχικόν,,,,,0
163,α01531,ἀβρόχιστος,a,aps---cn2-,ἀβρόχιστος ἀβρόχιστος ἀβρόχιστον,,,,,0
164,α01533,ἄβροχος,a,aps---cn2-,ἄβροχος ἄβροχος ἄβροχον,,,,,0
165,α01532,ἁβροχίτων,n,n-s---mn3n,ἁβροχίτωνος,,,,,0
166,α01534,ἅβρυνα,n,n-p---nn2-,ἁβρύνων,,,,,0
167,α01535,ἁβρυντής,n,n-s---mn1e,ἁβρυντού,,,,,0
168,α01536,ἁβρύνω,v,----------,,,,,,0
169,α01537,ἅβρωμα,n,----------,,,,,,0
170,α01538,ἄβρωμος,a,aps---cn2-,ἄβρωμος ἄβρωμος ἄβρωμον,,,,,0
171,,Ἄβρων,n,n-s---mn3n,Ἄβρωνος,,,,,0
172,α01539,ἀβρώς,n,n-s---cn3d,ἀβρῶτος,,,,,0
174,α01541,ἄβρωτος,a,aps---cn2-,ἄβρωτος ἄβρωτος ἄβρωτον,,,,,0
175,,Ἄβυδος,n,----------,,,,/á.byː.dos/,,0
176,α01542,ἀβύθητος,a,aps---cn2-,ἀβύθητος ἀβύθητος ἀβύθητον,,,,,0
177,α01543,ἄβυθος,a,aps---cn2-,ἄβυθος ἄβυθος ἄβυθον,,,,,0
178,α01544,ἀβύρβηλος,n,----------,,,,,,0
180,α01546,ἀβυρτάκη,n,n-s---fn1e,ἀβυρτάκης,,,,,0
134,α01502,ἁβροείμων,a,aps---cn2-,ἁβροείμων ἁβροείμων ἁβροδίαιτον,,,,,0
184,α01551,ἀβωλόκοπος,a,aps---cn2-,ἀβωλόκοπος ἀβωλόκοπος ἀβωλόκοπον,,,,,0
185,α01552,ἄβωλος,a,aps---cn2-,ἄβωλος ἄβωλος ἄβωλον,,,,,0
186,α01553,ἀβώρ,n,----------,,,,,,0
187,α01554,ἄβως,a,----------,,,,,,0
188,α01555,ἀγ,n,----------,,,,,,0
189,α01556,ἀγα,a,----------,,,,,,0
190,α01557,ἄγα,n,----------,,,,,,0
191,α01558,ἀγάασθαι,n,----------,,,,,,0
192,α01559,ἀγάζω,v,----------,,,,,,0
193,α01560,ἀγαθάγγελος,a,----------,,,,,,0
194,α01561,ἀγαθαίνω,v,----------,,,,,,0
197,α01564,ἀγαθικός,a,aps---mn1-,ἀγαθικός ἀγαθική ἀγαθικόν,,,,,0
198,α01565,ἀγαθίς,n,----------,,,,,,0
199,α01566,ἀγαθογονία,n,n-s---fn1l,ἀγαθογονίας,,,,,0
200,α01567,ἀγαθοδαιμονέω,v,----------,,,,,,0
202,α01570,ἀγαθοδαιμονισταί,n,n-p---mn2-,ἀγαθοδαιμονιστῶν,,,,,0
203,α01569,ἀγαθοδαιμονιασταί,r,----------,,,,,,0
204,α01571,ἀγαθοδαίμων,n,n-s---mn3n,ἀγαθοδαίμονος,,,,,0
205,α01572,ἀγαθοδοσία,n,n-s---fn1l,ἀγαθοδοσίας,,,,,0
206,α01573,ἀγαθοδότης,n,n-s---fn1e,ἀγαθοδότου,,,,,0
207,α01574,ἀγαθοειδής,a,aps---cn5s,ἀγαθοειδής ἀγαθοειδής ἀγαθοειδές,,,,,0
208,α01575,ἀγαθοεργασία,n,n-s---fn1l,ἀγαθοεργασίας,,,,,0
209,α01576,ἀγαθοεργέω,v,----------,,,,/a.ɡa.tʰo.er.ɡé.ɔː/,,0
210,α01577,ἀγαθοεργία,n,n-s---fn1l,ἀγαθοεργίας,,,,,0
211,α01578,ἀγαθοεργός,a,aps---cn2-,ἀγαθοεργός ἀγαθοεργός ἀγαθοεργόν,,,,,0
212,α01579,ἀγαθοθέλεια,n,n-s---fn1s,ἀγαθοθέλειας,,,,,0
214,α01581,ἀγαθολογέω,v,----------,,,,,,0
215,α01582,ἀγαθοποιέω,v,----------,,,,/a.ɡa.tʰo.poi̯.é.ɔː/,,0
216,α01583,ἀγαθοποίησις,n,----------,,,,,,0
