419,βαρυοδμία,n,n-s---fn1l,βαρυοδμίας,,,,,0
24950,δ02974,διέκπλοος,n,n-s---mn2-,διεκπλόου,,,,,0
24951,δ02975,διεκπλώω,v,----------,,,,,,0
24952,δ02976,διεκπνέω,v,----------,,,,,,0
24954,δ02978,διεκπονέω,v,----------,,,,,,0
24956,δ02980,διεκπτύω,v,----------,,,,,,0
24957,δ02981,διέκπτωσις,n,n-s---fn3v,διεκπτωσέως,,,,,0
24958,δ02982,διεκρέω,v,----------,,,,,,0
24959,δ02983,διέκροος,n,n-s---mn2-,διεκρόου,,,,,0
24960,δ02984,διεκσεύω,v,----------,,,,,,0
24961,δ02985,διεκτείνω,v,----------,,,,,,0
24963,δ02987,διεκτέλλω,v,----------,,,,,,0
24964,δ02988,διεκτέμνω,v,----------,,,,,,0
24965,δ02989,διεκτετραίνω,v,----------,,,,,,0
24906,δ02930,διείργω,v,----------,,,,,,0
24969,δ02993,διεκτυλόω,v,----------,,,,,,0
24971,δ02995,διεκφαίνω,v,----------,,,,,,0
24972,δ02996,διεκφέρω,v,----------,,,,,,0
24973,δ02997,διεκφεύγω,v,----------,,,,,,0
24974,δ02998,διεκφύω,v,----------,,,,,,0
24975,δ02999,διεκχέω,v,----------,,,,,,0
24976,δ03000,διέλασις,n,n-s---fn3v,διελασέως,,,,,0
24977,δ03001,διελαύνω,v,----------,,,,,,0
24978,δ03002,διελεγκτέον,a,----------,,,,,,0
24979,δ03003,διελέγχω,v,----------,,,,,,0
24982,δ03006,διελινύω,v,----------,,,,,,0
24983,δ03007,διελίσσω,v,----------,,,,,,0
24984,δ03008,διελκυσμός,n,----------,,,,,,0
24985,δ03009,διελκυστίνδα,n,----------,,,,,,0
24986,δ03010,διέλκω,v,----------,,,,,,0
24987,δ03011,δίεμαι,v,----------,,,,,,0
24988,δ03012,διεμβάλλω,v,----------,,,,,,0
24989,δ03013,διέμενος,n,----------,,,,,,0
24991,δ03015,διέμπιλος,a,aps---cn2-,διέμπιλος διέμπιλος διέμπιλον,,,,,0
24992,δ03016,διεμπίμπλημι,v,----------,,,,,,0
24993,δ03017,διεμπίπτω,v,----------,,,,,,0
24994,δ03018,διεμπολάω,v,----------,,,,,,0
24995,δ03019,διεμφαίνω,v,----------,,,,,,0
24998,δ03022,διενέγκαι,n,----------,,,,,,0
24999,δ03023,διενειλέω,v,----------,,,,,,0
25000,δ03024,διενείργω,v,----------,,,,,,0
25001,δ03025,διενεκτέον,a,----------,,,,,,0
25002,δ03026,διενεργέω,v,----------,,,,,,0
25005,δ03029,διενιαυτίζω,v,----------,,,,,,0
25006,δ03030,διενίημι,v,----------,,,,,,0
25007,δ03031,δίενος,a,----------,,,,,,0
25008,δ03032,διενοχλέω,v,----------,,,,,,0
25009,δ03033,διεντέρευμα,n,n-s---nn3t,διεντερεύματος,,,,,0
25010,δ03034,διέξ,n,----------,,,,,,0
25011,δ03035,διεξαγνέω,v,----------,,,,,,0
25012,δ03036,διεξάγω,v,----------,,,,,,0
25014,δ03038,διεξαγωγός,n,----------,,,,,,0
25015,δ03039,διεξαιρέω,v,----------,,,,,,0
25016,δ03040,διεξαί̈σσω,v,----------,,,,,,0
25017,δ03041,διεξαμείβομαι,v,----------,,,,,,0
25018,δ03042,διεξάνθημα,n,n-s---nn3t,διεξανθήματος,,,,,0
25019,δ03043,διεξανθίζω,v,----------,,,,,,0
25021,δ03045,διεξανύω,v,----------,,,,,,0
25022,δ03046,διεξαρκέω,v,----------,,,,,,0
25023,δ03047,διεξαρτάομαι,v,----------,,,,,,0
25024,δ03048,διεξατμίζω,v,----------,,,,,,0
25025,δ03075,διεξᾴττω,v,----------,,,,,,0
25026,δ03049,διέξειμι,v,----------,,,,,,0
24968,δ02992,διεκτρυπάω,v,----------,,,,,,0
25029,δ03052,διεξελέγχω,v,----------,,,,,,0
25030,δ03053,διεξέλευσις,n,n-s---fn3v,διεξελευσέως,,,,,0
25031,δ03054,διεξελίσσω,v,----------,,,,,,0
25032,δ03055,διεξεργάζομαι,v,----------,,,,,,0
25033,δ03056,διεξερέομαι,v,----------,,,,,,0
25034,δ03057,διεξερευνάω,v,----------,,,,,,0
25035,δ03058,διεξέρπω,v,----------,,,,,,0
25037,δ03060,διεξέρχομαι,v,----------,,,,,,0
25038,δ03061,διεξετάζω,v,----------,,,,,,0
25040,δ03063,διεξίημι,v,----------,,,,,,0
25041,δ03064,διεξικνέομαι,v,----------,,,,,,0
25042,δ03065,διεξιππάζομαι,v,----------,,,,,,0
25043,δ03066,διεξιτέον,v,----------,,,,,,0
25046,δ03069,διεξοδεύω,v,----------,,,,,,0
25047,δ03070,διεξοδικός,a,aps---mn1-,διεξοδικός διεξοδική διεξοδικόν,,,,,0
25048,δ03071,διέξοδος,n,----------,,,,,,0
25049,δ03072,διεξοίγνυμι,v,----------,,,,,,0
25050,δ03073,διεξοιδάω,v,----------,,,,,,0
25051,δ03074,διεξουρέω,v,----------,,,,,,0
25053,δ03077,διεορτάζω,v,----------,,,,,,0
25054,δ03078,διεπέφραδε,n,----------,,,,,,0
25055,δ03079,διεπιβαίνω,v,----------,,,,,,0
25056,δ03080,διεπιστέλλω,v,----------,,,,,,0
25057,δ03081,διεπιφώσκω,v,----------,,,,,,0
25058,δ03083,διέπραθον,n,----------,,,,,,0
25060,δ03085,διέπω,v,----------,,,,,,0
25061,δ03087,διέραμα,n,n-s---nn3d,διεράματος,,,,,0
25062,δ03088,διέραμαι,v,----------,,,,,,0
25063,δ03089,διέρασις,n,n-s---fn3v,διερασέως,,,,,0
25064,δ03090,διεραυνάω,v,----------,,,,,,0
25065,δ03091,διεράω,v,----------,,,,,,0
25067,δ03093,διεργάτινος,a,----------,,,,,,0
25068,δ03094,διέργω,v,----------,,,,,,0
25069,δ03095,διερεθίζω,v,----------,,,,,,0
25070,δ03096,διερέθισις,n,n-s---fn3v,διερεθισέως,,,,,0
25072,δ03098,διερεθισμός,n,----------,,,,,,0
25073,δ03099,διερεθιστέον,v,----------,,,,,,0
25075,δ03101,διερείδω,v,----------,,,,,,0
25076,δ03102,διερείκω,v,----------,,,,,,0
25077,δ03103,διέρεισμα,n,n-s---nn3t,διερείσματος,,,,,0
25078,δ03104,διερεισμός,n,----------,,,,,,0
25079,δ03105,διερειστέον,a,----------,,,,,,0
25080,δ03106,διερέσσω,v,----------,,,,,,0
25081,δ03107,διερευνάω,v,----------,,,,,,0
25083,δ03109,διερευνητέον,a,----------,,,,,,0
25084,δ03110,διερευνητής,n,n-s---mn1e,διερευνητού,,,,,0
25028,δ03051,διεξελαύνω,v,----------,,,,,,0
25087,δ03113,διερίζω,v,----------,,,,,,0
25088,δ03114,διερμήνευσις,n,n-s---fn3v,διερμηνευσέως,,,,,0
25089,δ03115,διερμηνευτέον,a,----------,,,,,,0
25090,δ03116,διερμηνευτής,n,n-s---mn1e,διερμηνευτού,,,,,0
25092,δ03118,διερμηνεύω,v,----------,,,,,,0
25093,δ03119,διέρομαι,v,----------,,,,,,0
25094,δ03120,διερός,a,aps---mn1-,διερός διερά διερόν,,,,,0
25095,δ03121,διερπύζω,v,----------,,,,,,0
25096,δ03122,διέρπω,v,----------,,,,,,0
25097,δ03123,διερριμμένως,r,----------,,,,,,0
25098,δ03124,διέρρωγα,n,----------,,,,,,0
25100,δ03126,διέρυθρος,a,aps---cn2-,διέρυθρος διέρυθρος διέρυθρον,,,,,0
25101,δ03127,διερύκω,v,----------,,,,,,0
25102,δ03128,διερύω,v,----------,,,,,,0
25103,δ03129,διέρχομαι,v,----------,,,,/di.ér.kʰo.mai̯/,,0
25104,δ03086,διερῶ,v,----------,,,,,,0
25105,δ03130,διερωτάω,v,----------,,,,,,0
25106,δ03131,διερωτητέον,a,----------,,,,,,0
25107,δ03132,διεσθίω,v,----------,,,,,,0
25110,δ03135,διεσκεμμένως,r,----------,,,,,,0
25111,δ03136,διεσκευασμένως,n,----------,,,,,,0
25112,δ03137,διεσμιλευμένως,r,----------,,,,,,0
25114,δ03139,διεσπασμένως,r,----------,,,,,,0
25115,δ03140,διεσπουδασμένως,r,----------,,,,,,0
25116,δ03141,διέσσυτο,n,----------,,,,,,0
25117,δ03142,διεστραμμένως,r,----------,,,,,,0
25118,δ03143,διεσφαλμένως,r,----------,,,,,,0
25120,δ03145,διετηρίς,n,n-s---fn3d,διετηρίδος,,,,,0
25122,δ03147,διετής,a,aps---an--,διετής,,,,,0
25123,δ03148,διετήσιος,a,aps---cn2-,διετήσιος διετήσιος διετήσιον,,,,,0
25124,δ03149,διετία,n,n-s---fn1l,διετίας,,,,,0
25125,δ03150,διετίζω,v,----------,,,,,,0
25126,δ03151,διέτμαγεν,n,----------,,,,,,0
25127,δ03152,διευεργετέω,v,----------,,,,,,0
25128,δ03154,διευθετέω,v,----------,,,,,,0
25130,δ03156,διευθηνέω,v,----------,,,,,,0
25131,δ03157,διευθυδρομέω,v,----------,,,,,,0
25132,δ03158,διευθυντήρ,n,n-s---mn3r,διευθυντῆρος,,,,,0
25133,δ03159,διευθύνω,v,----------,,,,,,0
25134,δ03160,διευκρινέω,v,----------,,,,,,0
25135,δ03161,διευκρινημένως,n,----------,,,,,,0
25137,δ03163,διευκρίνησις,n,n-s---fn3v,διευκρινησέως,,,,,0
25138,δ03164,διευλαβέομαι,v,----------,,,,,,0
25139,δ03165,διευλαβητέον,v,----------,,,,,,0
25140,δ03166,διευλυτέω,v,----------,,,,,,0
25086,δ03112,διερέω,v,----------,,,,,,0
25143,δ03169,διευλύτωσις,n,n-s---fn3v,διευλυτωσέως,,,,,0
25144,δ03153,διευημερέω,v,----------,,,,,,0
25145,δ03170,διευνάω,v,----------,,,,,,0
25146,δ03171,διευπραγέω,v,----------,,,,,,0
25147,δ03172,διευριπιδίζω,v,----------,,,,,,0
25148,δ03173,διευριπίζω,v,----------,,,,,,0
25149,δ03174,διευρύνω,v,----------,,,,,,0
25150,δ03175,διευστοχέω,v,----------,,,,,,0
25151,δ03176,διευσχημονέω,v,----------,,,,,,0
25152,δ03177,διευτακτέω,v,----------,,,,,,0
25153,δ03178,διευτελίζω,v,----------,,,,,,0
25154,δ03179,διευτονέω,v,----------,,,,,,0
25155,δ03180,διευτρεπίζω,v,----------,,,,,,0
25157,δ03183,διεφθάρατο,n,----------,,,,,,0
25158,δ03184,δίεφθος,a,aps---cn2-,δίεφθος δίεφθος δίεφθον,,,,,0
25159,δ03185,διεφικνέομαι,v,----------,,,,,,0
25160,δ03186,διέχεια,n,n-s---fn1s,διέχειας,,,,,0
25162,δ03188,διεχθραίνω,v,----------,,,,,,0
25163,δ03189,διεχθρεύω,v,----------,,,,,,0
25164,δ03190,διέχω,v,----------,,,,,,0
25166,δ03192,διέψω,v,----------,,,,,,0
25167,δ03194,δίζημαι,v,----------,,,,,,0
25168,δ03195,δίζησις,n,n-s---fn3v,διζησέως,,,,,0
25169,δ03196,διζυγής,a,aps---cn5s,διζυγής διζυγής διζυγές,,,,,0
25170,δ03197,διζυγία,n,n-s---fn1l,διζυγίας,,,,,0
25172,δ03199,δίζυξ,a,----------,,,,,,0
25173,δ03200,δίζυφον,n,n-s---nn2-,διζύφου,,,,,0
25174,δ03201,δίζω,v,----------,,,,,,0
25175,δ03193,δίζῳδος,a,aps---cn2-,δίζῳδος δίζῳδος δίζῳδον,,,,,0
25176,δ03202,δίζωος,a,aps---cn2-,δίζωος δίζωος δίζωον,,,,,0
25177,δ03203,δίζως,n,----------,,,,,,0
25178,δ03204,διηγέομαι,v,----------,,,,,,0
25179,δ03205,διήγημα,n,n-s---nn3t,διηγήματος,,,,,0
25181,δ03207,διηγημάτιον,n,n-s---nn2-,διηγηματίου,,,,,0
25183,δ03209,διηγητέον,a,----------,,,,,,0
25184,δ03210,διηγητής,n,n-s---mn1e,διηγητού,,,,,0
25185,δ03211,διηγητικός,a,aps---mn1-,διηγητικός διηγητική διηγητικόν,,,,,0
25187,δ03213,διηθέω,v,----------,,,,,,0
25188,δ03214,διήθημα,n,n-s---nn3t,διηθήματος,,,,,0
25189,δ03215,διήθησις,n,n-s---fn3v,διηθησέως,,,,,0
25190,δ03216,διηθητέον,n,----------,,,,,,0
25191,δ03217,διηθμεύω,v,----------,,,,,,0
25192,δ03218,διηκονέω,v,----------,,,,,,0
25194,δ03220,διήκω,v,----------,,,,,,0
25195,δ03221,διήλασε,n,----------,,,,,,0
25196,δ03222,διηλιόω,v,----------,,,,,,0
25197,δ03223,διηλιφής,a,aps---cn5s,διηλιφής διηλιφής διηλιφές,,,,,0
25142,δ03168,διευλυτόω,v,----------,,,,,,0
25200,δ03226,διήλυσις,n,----------,,,,,,0
25201,δ03227,διημαρτημένως,r,----------,,,,,,0
25202,δ03228,διημερεύω,v,----------,,,,,,0
25204,δ03230,διημερόω,v,----------,,,,,,0
25206,δ03232,διήνεμος,a,aps---cn2-,διήνεμος διήνεμος διήνεμον,,,,,0
25207,δ03233,διηπειρόω,v,----------,,,,,,0
25208,δ03234,διήρεσα,n,----------,,,,,,0
25209,δ03235,διηρεφής,a,aps---cn5s,διηρεφής διηρεφής διηρεφές,,,,,0
25210,δ03789,διῃρημένως,r,----------,,,,,,0
25211,δ03237,διηρθρωμένως,r,----------,,,,,,0
25212,δ03236,διήρης,a,aps---cn3s,διήρης διήρης διή͂ρες,,,,,0
25213,δ03239,διηυκρινημένως,r,----------,,,,,,0
25214,δ03240,διηχέω,v,----------,,,,,,0
25217,δ03243,διθάλασσος,v,----------,,,,,,0
25218,δ03244,δίθαλλος,a,aps---cn2-,δίθαλλος δίθαλλος δίθαλλον,,,,,0
25219,δ03245,δίθηκτος,a,aps---cn2-,δίθηκτος δίθηκτος δίθηκτον,,,,,0
25220,δ03246,δίθρονος,a,aps---cn2-,δίθρονος δίθρονος δίθρονον,,,,,0
25221,δ03247,δίθροος,a,aps---cn2-,δίθροος δίθροος δίθροον,,,,,0
25222,δ03248,διθυμία,n,n-s---fn1l,διθυμίας,,,/di.tʰyː.mí.aː/,,0
25224,δ03250,διθυραμβέω,v,----------,,,,,,0
25225,δ03251,διθυραμβικός,a,aps---mn1-,διθυραμβικός διθυραμβική διθυραμβικόν,,,,,0
25226,δ03252,διθυράμβιος,n,n-s---mn2-,διθυραμβίου,,,,,0
25227,,Διθυραμβογενής,n,----------,,,,,,0
25228,δ03253,διθυραμβογράφος,n,n-s---mn2-,διθυραμβογράφου,,,,,0
25230,δ03255,διθυραμβοποιητική,n,n-s---fn1e,διθυραμβοποιητικῆς,,,,,0
25231,δ03256,διθυραμβοποιός,n,----------,,,,,,0
25232,δ03257,διθύραμβος,n,n-s---mn2-,διθυράμβου,,,,,0
25233,δ03258,διθυραμβοχώνα,n,n-s---fn1l,διθυραμβοχώνας,,,,,0
25234,δ03259,διθυραμβώδης,a,aps---cn3s,διθυραμβώδης διθυραμβώδης διθυραμβώ͂δες,,,,,0
25235,δ03260,δίθυρος,n,----------,,,,,,0
25236,δ03261,δίθυρσον,n,n-s---nn2-,διθύρσου,,,,,0
25237,δ03262,διίαμβος,n,n-s---mn2-,διιάμβου,,,,,0
25238,δ03263,διιδεῖν,n,----------,,,,,,0
25239,δ03264,δίϊδρος,a,aps---cn2-,δίϊδρος δίϊδρος δίϊδρον,,,,,0
25240,δ03265,διϊδρόω,v,----------,,,,,,0
25241,δ03266,διί̈ημι,v,----------,,,,,,0
25243,δ03268,διιθύνω,v,----------,,,,,,0
25244,δ03269,διϊκμάζω,v,----------,,,,,,0
25245,δ03270,διϊκμάω,v,----------,,,,,,0
25246,δ03271,διϊκνέομαι,v,----------,,,,,,0
25247,,Διίκτυννα,n,----------,,,,,,0
25248,δ03272,δίϊξις,n,n-s---fn3v,διϊξέως,,,,,0
25249,,Δίϊος,a,aps---cn2-,Δίϊος Δίϊος Δίϊον,,,,,0
25251,,Διιπόλεια,n,----------,,,,,,0
25199,δ03225,διηλόω,v,----------,,,,,,0
25255,δ03276,διίπταμαι,v,----------,,,,,,0
25256,δ03277,διϊσθμίζω,v,----------,,,,,,0
25257,δ03278,διϊστάνω,v,----------,,,,,,0
25258,δ03279,διϊστέον,a,----------,,,,,,0
25259,δ03280,διί̈στημι,v,----------,,,,,,0
25260,δ03281,διϊστορέω,v,----------,,,,,,0
25261,δ03282,διϊσχάνω,v,----------,,,,,,0
25262,δ03283,διϊσχναίνω,v,----------,,,,,,0
25263,δ03284,διϊσχυριείω,v,----------,,,,,,0
25265,δ03286,διϊσχυριστέον,a,----------,,,,,,0
25266,δ03287,διϊσχύω,v,----------,,,,,,0
25267,,Διισωτήρια,n,n-p---nn2-,Διισωτηρίων,,,,,0
25268,δ03288,διϊτέον,v,----------,,,,,,0
25269,δ03289,διϊτικός,a,----------,,,,,,0
25270,δ03290,διί̈φιλος,a,----------,,,,,,0
25271,δ03291,διϊχνεύω,v,----------,,,,,,0
25273,δ03293,δικάζω,v,----------,,,,/di.káz.dɔː/,,0
25274,δ03294,δικαία,n,n-s---fn1l,δικαίας,,,,,0
25276,δ03296,δικαϊκός,a,aps---mn1-,δικαϊκός δικαϊκή δικαϊκόν,,,,,0
25277,δ03297,δικαιοδοσία,n,n-s---fn1l,δικαιοδοσίας,,,,,0
25278,δ03298,δικαιοδοτέω,v,----------,,,,,,0
25280,δ03300,δικαιοθέτης,n,n-s---mn1e,δικαιοθέτου,,,,,0
25281,δ03301,δικαιοκρισία,n,n-s---fn1l,δικαιοκρισίας,,,,,0
25282,δ03302,δικαιοκρίτης,v,----------,,,,,,0
25283,δ03303,δικαιολογέομαι,v,----------,,,,,,0
25284,δ03304,δικαιολόγητον,n,----------,,,,,,0
25286,δ03306,δικαιολογίζομαι,v,----------,,,,,,0
25287,δ03307,δικαιολογικός,a,aps---mn1-,δικαιολογικός δικαιολογική δικαιολογικόν,,,,,0
25288,δ03308,δικαιολόγος,n,n-s---mn2-,δικαιολόγου,,,,,0
25289,δ03309,δικαιόμετρον,n,n-s---nn2-,δικαιομέτρου,,,,,0
25290,δ03310,δικαιονομέω,v,----------,,,,,,0
25291,δ03311,δικαιονομία,n,n-s---fn1l,δικαιονομίας,,,,,0
25293,δ03313,δικαιοποιέω,v,----------,,,,,,0
25294,δ03314,δικαιόπολις,n,----------,,,,,,0
25295,δ03315,δικαιοπραγέω,v,----------,,,,,,0
25296,δ03316,δικαιοπράγημα,n,n-s---nn3t,δικαιοπραγήματος,,,,,0
25298,δ03318,δικαιοπραγητέον,v,----------,,,,,,0
25299,δ03319,δικαιοπραγία,n,n-s---fn1l,δικαιοπραγίας,,,,,0
25301,δ03321,δίκαιος,a,aps---mn1-,δίκαιος δικαία δίκαιον,,,/dí.kai̯.os/,,0
25302,δ03322,δικαιοσύνη,n,n-s---fn1e,δικαιοσύνης,,,/di.kai̯.o.sý.nɛː/,,0
25303,δ03323,δικαιόσυνος,n,n-s---mn2-,δικαιοσύνου,,,,,0
25304,δ03324,δικαιότης,n,n-s---fn3t,δικαιότητος,,,,,0
