,ἐπιτετραμερής,a,aps---cn5s,ἐπιτετραμερής ἐπιτετραμερής ἐπιτετραμερές,,,,,0
43893,ζ00161,ζηλομανής,a,aps---cn5s,ζηλομανής ζηλομανής ζηλομανές,,,,,0
43894,ζ00214,ζῆλος,n,n-s---mn2-,ζήλου,,,/zdɛ̂ː.los/,,0
43895,ζ00162,ζηλοσύνη,n,n-s---fn1e,ζηλοσύνης,,,,,0
43896,ζ00163,ζηλοτυπέω,v,----------,,,,,,0
43897,ζ00164,ζηλοτυπία,n,n-s---fn1l,ζηλοτυπίας,,,/zdɛː.lo.ty.pí.aː/,,0
43899,ζ00166,ζηλόω,v,v1spia--2o,,,,/zdɛː.ló.ɔː/,,0
43900,ζ00167,ζήλωμα,n,n-s---nn3t,ζηλώματος,,,,,0
43901,ζ00168,ζήλωσις,n,n-s---fn3v,ζηλωσέως,,,,,0
43902,ζ00169,ζηλωτέος,a,aps---mn1-,ζηλωτέος ζηλωτέα ζηλωτέον,,,,,0
43903,ζ00170,ζηλωτής,n,n-s---mn1e,ζηλωτού,,,/zdɛː.lɔː.tɛ̌ːs/,,0
43905,ζ00172,ζηλωτός,a,----------,,,,,,0
43906,ζ00173,ζημία,n,n-s---fn1l,ζημίας,,,,,0
43907,ζ00174,ζημιάζω,v,----------,,,,,,0
43908,ζ00175,ζημιοπρακτέω,v,----------,,,,,,0
43909,ζ00176,ζημιόψυχος,n,----------,,,,,,0
43910,ζ00177,ζημιόω,v,----------,,,,,,0
43912,ζ00179,ζημίωμα,n,n-s---nn3t,ζημιώματος,,,,,0
43913,ζ00180,ζημίωσις,n,n-s---fn3v,ζημιωσέως,,,,,0
43914,ζ00181,ζημιωτής,n,n-s---mn1e,ζημιωτού,,,,,0
43861,ζ00133,ζευγοφορέομαι,v,----------,,,,,,0
43918,,Ζηνοδοτήρ,n,n-s---mn3r,Ζηνοδοτῆρος,,,,,0
43919,,Ζηνοποσειδῶν,n,----------,,,,,,0
43920,ζ00216,ζῆνος,a,aps---mn1-,ζῆνος ζήνη ζῆνον,,,,,0
43921,,Ζηνόφρων,a,aps---cn3n,Ζηνόφρων Ζηνόφρων Ζηνόφρον,,,,,0
43923,ζ00253,ζῆσις,n,n-s---fn3v,ζήσεως,,,,,0
43924,ζ00258,ζῆτα,n,n-s---nn--,-,,,/zdɛ̂ː.ta/,,0
43925,ζ00183,ζηταρετησιάδης,n,n-s---mn1e,ζηταρετησιάδου,,,,,0
43926,ζ00184,ζητεύω,v,----------,,,,,,0
43927,ζ00185,ζητέω,v,----------,,,,/zdɛː.té.ɔː/,,0
43928,ζ00186,ζήτημα,n,n-s---nn3t,ζητήματος,,,,,0
43929,ζ00188,ζητημάτιον,n,n-s---nn2-,ζητηματίου,,,,,0
43931,,Ζητήρ,n,----------,,,,,,0
43932,ζ00189,ζητησιμος,a,aps---cn2-,ζητησιμος ζητησιμος ζητησιμον,,,,,0
43933,ζ00190,ζήτησις,n,n-s---fn3v,ζητησέως,,,,,0
43935,ζ00192,ζητητήριον,n,n-s---nn2-,ζητητηρίου,,,,,0
43936,ζ00193,ζητητής,n,n-s---mn1e,ζητητοῦ,,,,,0
43937,ζ00194,ζητητικός,a,aps---mn1-,ζητητικός ζητητική ζητητικόν,,,/zdɛː.tɛː.ti.kós/,,0
43938,ζ00195,ζητητός,a,aps---mn1-,ζητητός ζητητή ζητητόν,,,,,0
43939,ζ00196,ζητός,n,----------,,,,,,0
43940,ζ00197,ζήτρειον,n,n-s---nn2-,ζητρείου,,,,,0
43941,ζ00199,ζήτριον,n,----------,,,,,,0
43942,ζ00198,ζητρεύω,v,----------,,,,,,0
43943,ζ00200,ζητρός,n,----------,,,,,,0
43944,ζ00201,ζήτωρ,n,n-s---mn3r,ζήτορος,,,,,0
43945,ζ00203,ζιβύνη,n,----------,,,,,,0
43947,ζ00205,ζίγγος,n,n-s---mn2-,ζίγγου,,,,,0
43948,ζ00206,ζιγγόω,v,----------,,,,,,0
43949,ζ00207,ζιγνίς,n,n-s---fn3d,ζιγνίδος,,,,,0
43950,ζ00208,ζιζάνιον,n,n-s---nn2-,ζιζανίου,,,/zdiz.dá.ni.on/,,0
43951,ζ00209,ζιζουλά,n,----------,,,,,,0
43952,ζ00210,ζίζυφον,n,n-s---nn2-,ζιζύφου,,,,,0
43953,ζ00211,ζίκαιος,n,----------,,,,,,0
43954,ζ00212,ζίλαι,n,----------,,,,,,0
43955,ζ00236,ζόφεος,a,aps---mn1-,ζόφεος ζόφεα ζόφεον,,,,,0
43956,ζ00237,ζοφερός,a,aps---mn1-,ζοφερός ζοφερά ζοφερόν,,,,,0
43957,ζ00238,ζόφιος,a,aps---cn2-,ζόφιος ζόφιος ζόφιον,,,,,0
43959,ζ00239,ζοφοδορπίας,n,----------,,,,,,0
43961,ζ00242,ζοφοειδής,a,aps---cn5s,ζοφοειδής ζοφοειδής ζοφοειδές,,,,,0
43962,ζ00243,ζοφόεις,a,aps---mn4i,ζοφόεις ζοφόεσσα ζοφόεν,,,,,0
43963,ζ00244,ζοφομηνία,n,n-s---fn1l,ζοφομηνίας,,,,,0
43964,ζ00245,ζοφόπνοια,n,n-s---fn1s,ζοφόπνοιας,,,,,0
43965,ζ00246,ζόφος,n,n-s---mn2-,ζόφου,,,/zdó.pʰos/,,0
43966,ζ00247,ζοφόω,v,----------,,,,,,0
43967,ζ00248,ζοφώδης,a,aps---cn3s,ζοφώδης ζοφώδης ζοφώ͂δες,,,,,0
43968,ζ00249,ζόφωσις,n,n-s---fn3v,ζοφωσέως,,,,,0
43969,ζ00250,ζόω,v,----------,,,,,,0
43970,ζ00260,ζυγάδην,r,----------,,,,,,0
43917,,Ζηνοδότειος,a,aps---mn1-,Ζηνοδότειος Ζηνοδότεια Ζηνοδότειον,,,,,0
43973,ζ00263,ζυγάρχης,n,n-s---mn1e,ζυγάρχου,,,,,0
43974,ζ00264,ζυγαρχία,n,n-s---fn1l,ζυγαρχίας,,,,,0
43975,ζ00265,ζυγάστριον,n,n-s---nn2-,ζυγαστρίου,,,,,0
43977,ζ00267,ζυγαστροφέω,v,----------,,,,,,0
43978,ζ00268,ζυγέω,v,----------,,,,,,0
43979,ζ00269,ζυγή,a,aps---an--,,,,,,0
43980,ζ00270,ζυγηδόν,r,----------,,,,,,0
43982,ζ00272,ζυγία,n,n-s---fn1l,ζυγίας,,,,,0
43983,ζ00273,ζυγιατής,n,----------,,,,,,0
43984,ζ00274,ζυγίζω,v,v1spia--1-,,,,,,0
43985,ζ00275,ζυγικός,a,aps---mn1-,ζυγικός ζυγική ζυγικόν,,,,,0
43986,ζ00276,ζύγιμος,a,aps---cn2-,ζύγιμος ζύγιμος ζύγιμον,,,,,0
43987,ζ00277,ζύγινος,a,aps---mn1-,ζύγινος ζυγίνη ζύγινον,,,,,0
43988,ζ00278,ζύγιον,n,n-s---nn2-,ζυγίου,,,,,0
43990,ζ00280,ζυγίς,n,n-s---fn3d,ζυγίδος,,,,,0
43991,ζ00281,ζυγίσκον,n,n-s---nn2-,ζυγίσκου,,,,,0
43992,ζ00282,ζυγίτης,n,n-s---mn1e,ζυγίτου,,,,,0
43993,ζ00312,ζυγῖτις,n,----------,,,,,,0
43995,ζ00284,ζυγόδεσμον,n,n-s---nn2-,ζυγοδέσμου,,,,,0
43996,ζ00285,ζυγοδέτης,n,n-s---mn1e,ζυγοδέτου,,,,,0
43997,ζ00286,ζυγοειδής,a,aps---cn5s,ζυγοειδής ζυγοειδής ζυγοειδές,,,,,0
43998,ζ00287,ζυγοκέφαλον,n,n-s---nn2-,ζυγοκεφάλου,,,,,0
43999,ζ00288,ζυγοκρούστης,n,n-s---mn1e,ζυγοκρούστου,,,,,0
44000,ζ00289,ζυγόλωρον,n,n-s---nn2-,ζυγολώρου,,,,,0
44001,ζ00290,ζυγομαχέω,v,----------,,,,,,0
44002,ζ00291,ζυγομαχία,n,n-s---fn1l,ζυγομαχίας,,,,,0
44003,ζ00292,ζυγόν,n,n-s---nn2-,ζυγοῦ,,,/zdy.ɡón/,,0
44005,ζ00294,ζυγοποιός,n,----------,,,,,,0
44006,ζ00295,ζυγός,n,----------,,,,,,0
44007,ζ00296,ζυγοσταθμέω,v,----------,,,,,,0
44008,ζ00297,ζυγόσταθμος,n,n-s---mn2-,ζυγοστάθμου,,,,,0
44009,ζ00298,ζυγοστασία,n,n-s---fn1l,ζυγοστασίας,,,,,0
44011,ζ00300,ζυγοστατέω,v,----------,,,,,,0
44012,ζ00301,ζυγοστάτημα,n,n-s---nn3t,ζυγοστατήματος,,,,,0
44013,ζ00302,ζυγοστάτης,n,n-s---mn1e,ζυγοστάτου,,,,,0
44014,ζ00303,ζυγόταυρον,n,n-s---nn2-,ζυγοταύρου,,,,,0
44015,ζ00304,ζυγοτράχηλον,n,n-s---nn2-,ζυγοτραχήλου,,,,,0
44016,ζ00305,ζυγοτρυτάνη,n,n-s---fn1e,ζυγοτρυτάνης,,,,,0
44018,ζ00307,ζυγόφιν,n,----------,,,,,,0
44019,ζ00308,ζυγοφορέω,v,----------,,,,,,0
44020,ζ00309,ζυγόφορος,a,aps---cn2-,ζυγόφορος ζυγόφορος ζυγόφορον,,,,,0
44021,ζ00310,ζυγόω,v,----------,,,,,,0
44022,ζ00311,ζύγρα,n,n-s---fn1l,ζύγρας,,,,,0
44023,ζ00313,ζυγωγόν,n,----------,,,,,,0
44025,ζ00315,ζυγωθρίζω,v,----------,,,,,,0
44026,ζ00316,ζύγωμα,n,n-s---nn3t,ζυγώματος,,,,,0
43972,ζ00262,ζύγαινα,n,n-s---fn1s,ζύγαινας,,,,,0
44029,ζ00319,ζύθιον,n,n-s---nn2-,ζυθίου,,,,,0
44030,ζ00320,ζυθοπώλης,n,n-s---mn1e,ζυθοπώλου,,,,,0
44031,ζ00202,ζῦθος,n,n-s---mn2-,ζύθου,,,/zdŷː.tʰos/,,0
44032,ζ00322,ζύμη,v,----------,,,,,,0
44034,ζ00324,ζυμίζω,v,----------,,,,,,0
44035,ζ00325,ζυμίτης,a,----------,,,,,,0
44036,ζ00326,ζυμίωσις,n,n-s---fn3v,ζυμιωσέως,,,,,0
44038,ζ00328,ζυμουργός,n,----------,,,,,,0
44039,ζ00329,ζυμόω,v,----------,,,,,,0
44040,ζ00330,ζυμώδης,a,aps---cn3s,ζυμώδης ζυμώδης ζυμώ͂δες,,,,,0
44041,ζ00331,ζύμωμα,n,n-s---nn3t,ζυμώματος,,,,,0
44042,ζ00332,ζύμωσις,n,n-s---fn3v,ζυμωσέως,,,,,0
44043,ζ00333,ζυμωτικός,a,aps---mn1-,ζυμωτικός ζυμωτική ζυμωτικόν,,,,,0
44044,ζ00334,ζυμωτός,a,aps---mn1-,ζυμωτός ζυμωτή ζυμωτόν,,,,,0
44045,ζ00342,ζυτᾶς,n,n-s---mn2c,ζυτᾶ,,,,,0
44046,ζ00335,ζυτηρά,n,n-s---fn1l,ζυτηρᾶς,,,,,0
44047,ζ00336,ζυτοποιέω,v,----------,,,,,,0
44049,ζ00338,ζυτοποιός,n,----------,,,,,,0
44051,ζ00340,ζυτόπωλις,n,n-s---fn3d,ζυτοπώλιδος,,,,,0
44052,ζ00259,ζῦτος,n,n-s---mn2-,,,,/zdŷː.tos/,,0
44053,ζ00341,ζυτουργεῖον,n,n-s---nn2-,ζυτουργείου,,,,,0
44054,ζ00003,ζῶ,v,v1spia--1-,,,,/zdá.ɔː/,,0
44055,ζ00345,ζωαγρία,n,n-s---fn1l,ζωαγρίας,,,,,0
44056,ζ00344,ζωάγρια,n,----------,,,,,,0
44057,ζ00346,ζωαλκής,a,aps---cn5s,ζωαλκής ζωαλκής ζωαλκές,,,,,0
44058,ζ00050,ζῳάριον,n,n-s---nn2-,ζῳαρίου,,,,,0
44059,ζ00347,ζωάρκεια,n,n-s---fn1s,ζωάρκειας,,,,,0
44061,ζ00052,ζῴαρχος,a,aps---cn2-,ζῴαρχος ζῴαρχος ζῴαρχον,,,,,0
44062,ζ00349,ζωγάνης,n,n-s---mn1e,ζωγάνου,,,,,0
44063,ζ00350,ζώγη,v,----------,,,,,,0
44064,ζ00351,ζωγλύφος,n,----------,,,,,,0
44065,ζ00352,ζωγονέω,v,----------,,,,,,0
44066,ζ00353,ζωγραφεῖον,n,n-s---nn2-,ζωγραφείου,,,/zdɔː.ɡra.pʰêː.on/,,0
44067,ζ00354,ζωγραφέω,v,----------,,,,,,0
44068,ζ00355,ζωγράφημα,n,n-s---nn3t,ζωγραφήματος,,,,,0
44071,ζ00358,ζωγραφίδες,n,----------,,,,,,0
44072,ζ00360,ζωγραφικός,a,aps---mn1-,ζωγραφικός ζωγραφική ζωγραφικόν,,,/zdɔː.ɡra.pʰi.kós/,,0
44073,ζ00361,ζώγραφος,n,n-s---mn2-,ζωγράφου,,,,,0
44074,ζ00363,ζωγρεία,n,----------,,,,,,0
44075,ζ00364,ζωγρεῖον,n,n-s---nn2-,ζωγρείου,,,,,0
44076,ζ00365,ζωγρεύς,n,n-s---mn3v,ζωγρέως,,,,,0
44077,ζ00366,ζωγρεύω,v,----------,,,,,,0
44078,ζ00367,ζωγρέω,v,----------,,,,,,0
44079,ζ00369,ζωγρία,n,n-s---fn1l,ζωγρίας,,,,,0
44080,ζ00368,ζώγρια,n,n-p---nn2-,ζωγρίων,,,,,0
44082,ζ00370,ζωγρίας,n,n-s---mn1a,ζωγρίου,,,,,0
44083,ζ00070,ζῶγρος,n,n-s---mn2-,ζώγρου,,,,,0
44028,ζ00318,ζυγωτός,a,aps---mn1-,ζυγωτός ζυγωτή ζυγωτόν,,,,,0
44086,ζ00072,ζῳδάριον,n,n-s---nn2-,ζῳδαρίου,,,,,0
44088,ζ00074,ζῳδιάρχης,n,n-s---mn1e,ζῳδιάρχου,,,,,0
44089,ζ00075,ζῳδιογλύφος,n,----------,,,,,,0
44090,ζ00076,ζῳδιοκράτωρ,n,----------,,,,,,0
44091,ζ00077,ζῴδιον,n,n-s---nn2-,ζῳδίου,,,,,0
44092,ζ00078,ζῳδιοποιός,n,----------,,,,,,0
44094,ζ00080,ζῳδιωτός,a,aps---mn1-,ζῳδιωτός ζῳδιωτή ζῳδιωτόν,,,,,0
44095,ζ00375,ζώζω,v,----------,,,,,,0
44096,ζ00090,ζῴειος,a,aps---mn1-,ζῴειος ζῴεια ζῴειον,,,,,0
44097,ζ00376,ζωή,n,n-s---fn1e,ζωῆς,,,/zdɔː.ɛ̌ː/,,0
44098,ζ00151,ζῳηδόν,r,----------,,,,,,0
44099,ζ00377,ζωηρός,a,aps---mn1-,ζωηρός ζωηρά ζωηρόν,,,,,0
44100,ζ00378,ζωητός,a,aps---mn1-,ζωητός ζωητή ζωητόν,,,,,0
44102,ζ00380,ζωθάλμιος,a,aps---cn2-,ζωθάλμιος ζωθάλμιος ζωθάλμιον,,,,,0
44103,ζ00381,ζωθαλπής,a,aps---cn5s,ζωθαλπής ζωθαλπής ζωθαλπές,,,,,0
44104,ζ00382,ζωθήκη,n,n-s---fn1e,ζωθήκης,,,,,0
44105,ζ00383,ζωΐδιον,n,n-s---nn2-,ζωϊδίου,,,,,0
44106,ζ00384,ζωϊκός,a,aps---mn1-,ζωϊκός ζωϊκή ζωϊκόν,,,,,0
44107,ζ00385,ζώϊον,n,n-s---nn2-,ζωΐου,,,,,0
44108,ζ00386,ζωϊτός,n,----------,,,,,,0
44109,ζ00387,ζωκτήρ,n,n-s---mn3r,ζωκτῆρος,,,,,0
44110,ζ00215,ζῶμα,n,n-s---nn3t,ζώματος,,,,,0
44111,ζ00388,ζωμάριον,n,n-s---nn2-,ζωμαρίου,,,,,0
44112,ζ00389,ζωμάρυστρον,n,n-s---nn2-,ζωμαρύστρου,,,,,0
44113,ζ00390,ζώμευμα,n,n-s---nn3t,ζωμεύματος,,,,,0
44114,ζ00392,ζωμεύω,v,----------,,,,,,0
44116,ζ00393,ζωμήρυσις,n,n-s---fn3v,ζωμηρυσέως,,,,,0
44117,ζ00394,ζωμίδιον,n,n-s---nn2-,ζωμιδίου,,,,,0
44118,ζ00395,ζωμίλη,n,n-s---fn1e,ζωμίλης,,,,,0
44119,ζ00396,ζωμίον,n,n-s---nn2-,ζωμίου,,,,,0
44120,ζ00397,ζωμιστός,n,----------,,,,,,0
44121,ζ00398,ζωμοποιέω,v,----------,,,,,,0
44123,ζ00400,ζωμός,n,----------,,,,,,0
44124,ζ00401,ζωμοτάριχος,a,----------,,,,,,0
44125,ζ00402,ζωναῖοι,n,n-p---mn2-,ζωναίων,,,,,0
44127,ζ00404,ζώνη,n,n-s---fn1e,ζώνης,,,,,0
44128,ζ00405,ζωνιαῖος,a,aps---mn1-,ζωνιαῖος ζωνιαῖα ζωνιαῖον,,,,,0
44129,ζ00406,ζώνιον,n,n-s---nn2-,ζωνίου,,,,,0
44130,ζ00407,ζωνιοπλόκος,a,aps---cn2-,ζωνιοπλόκος ζωνιοπλόκος ζωνιοπλόκον,,,,,0
44131,ζ00416,ζωνῖτις,n,n-s---fn3d,ζωνίτιδος,,,,,0
44132,ζ00408,ζώννυμι,v,----------,,,,/zdɔ̌ːn.nyː.mi/,,0
44133,ζ00409,ζωνογάστορες,n,----------,,,,,,0
44135,ζ00411,ζωνοειδής,a,aps---cn5s,ζωνοειδής ζωνοειδής ζωνοειδές,,,,,0
44136,ζ00413,ζωνός,n,----------,,,,,,0
44138,ζ00415,ζώντειον,n,----------,,,,,,0
44139,ζ00417,ζώντως,n,----------,,,,,,0
44085,ζ00071,ζῳδαρίδιον,n,n-s---nn2-,ζῳδαριδίου,,,,,0
44142,ζ00418,ζωογονέω,v,----------,,,,,,0
44143,ζ00419,ζωογόνησις,n,n-s---fn3v,ζωογονησέως,,,,,0
44145,ζ00421,ζωογονία,n,n-s---fn1l,ζωογονίας,,,,,0
44147,ζ00423,ζωόγονος,a,aps---cn2-,ζωόγονος ζωόγονος ζωόγονον,,,,,0
44148,ζ00424,ζωογράφος,n,----------,,,,,,0
44149,ζ00425,ζωοδοτήρ,n,n-s---mn3r,ζωοδοτῆρος,,,,,0
44150,ζ00426,ζωοδότης,n,n-s---mn1e,ζωοδότου,,,,,0
44151,ζ00427,ζωοδότιον,n,n-s---nn2-,ζωοδοτίου,,,,,0
44152,ζ00428,ζωοειδής,a,aps---cn5s,ζωοειδής ζωοειδής ζωοειδές,,,,,0
44153,ζ00429,ζωοθετέω,v,----------,,,,,,0
44154,ζ00430,ζωοθηρία,n,n-s---fn1l,ζωοθηρίας,,,,,0
44156,ζ00432,ζωοθυτέω,v,----------,,,,,,0
44157,ζ00433,ζωοκέφαλος,a,aps---cn2-,ζωοκέφαλος ζωοκέφαλος ζωοκέφαλον,,,,,0
44158,ζ00434,ζωόμορφος,a,aps---cn2-,ζωόμορφος ζωόμορφος ζωόμορφον,,,,,0
44159,ζ00219,ζῷον,n,n-s---nn2-,ζῴου,,,/zdɔ́ːi̯.on/,,0
44160,ζ00435,ζωόνυχον,n,n-s---nn2-,ζωονύχου,,,,,0
44161,ζ00220,ζῳοπλαστέω,v,----------,,,,,,0
44162,ζ00221,ζῳοπλάστης,n,n-s---mn1e,ζῳοπλάστου,,,,,0
44163,ζ00222,ζῳοπλαστία,n,n-s---fn1l,ζῳοπλαστίας,,,,,0
44164,ζ00436,ζωοποιέω,v,----------,,,,,,0
44165,ζ00437,ζωοποίησις,n,n-s---fn3v,ζωοποιησέως,,,,,0
44167,ζ00439,ζωοποιία,n,n-s---fn1l,ζωοποιίας,,,,,0
44169,ζ00223,ζῳοπώλης,n,n-s---mn1e,ζῳοπώλου,,,,,0
44170,ζ00224,ζῳόπωλις,n,----------,,,,,,0
44171,ζ00441,ζωός,a,----------,,,,,,0
44172,ζ00225,ζῳοστάσιον,n,n-s---nn2-,ζῳοστασίου,,,,,0
44173,ζ00442,ζωοτάμον,n,----------,,,,,,0
44174,ζ00226,ζῳότης,n,n-s---fn3t,ζῳότητος,,,,,0
44175,ζ00443,ζωοτοκέω,v,----------,,,,,,0
44176,ζ00444,ζωοτοκία,n,n-s---fn1l,ζωοτοκίας,,,,,0
44178,ζ00227,ζῳοτροφεῖον,n,n-s---nn2-,ζῳοτροφείου,,,,,0
44179,ζ00228,ζῳοτροφέω,v,----------,,,,,,0
44180,ζ00229,ζῳοτροφία,n,n-s---fn1l,ζῳοτροφίας,,,,,0
44181,ζ00230,ζῳοτροφικός,a,aps---mn1-,ζῳοτροφικός ζῳοτροφική ζῳοτροφικόν,,,,,0
44182,ζ00231,ζῳότροφος,a,aps---cn2-,ζῳότροφος ζῳότροφος ζῳότροφον,,,,,0
44183,ζ00232,ζῳοτύπος,n,----------,,,,,,0
44184,ζ00233,ζῳοφαγέω,v,----------,,,,,,0
44185,ζ00234,ζῳοφαγία,n,n-s---fn1l,ζῳοφαγίας,,,,,0
44188,ζ00447,ζωοφορέω,v,----------,,,,,,0
44189,ζ00448,ζωόφορος,a,aps---cn2-,ζωόφορος ζωόφορος ζωόφορον,,,,,0
44190,ζ00449,ζωοφυτέω,v,----------,,,,,,0
44191,ζ00450,ζωόφυτος,a,aps---cn2-,ζωόφυτος ζωόφυτος ζωόφυτον,,,,,0
44192,ζ00251,ζῳόω,v,----------,,,,,,0
44193,ζ00451,ζωόω,v,----------,,,,,,0
44141,ζ00218,ζῳογλύφος,n,n-s---mn2-,ζῳογλύφου,,,,,0
44196,ζ00454,ζωπύρα,n,n-s---fn1l,ζωπύρας,,,,,0
44197,ζ00455,ζωπύρειος,n,----------,,,,,,0
44198,ζ00456,ζωπυρέω,v,----------,,,,,,0
44200,ζ00458,ζωπυρητέον,a,----------,,,,,,0
44201,ζ00459,ζωπύριον,n,n-s---nn2-,ζωπυρίου,,,,,0
44202,ζ00460,ζωπυρίς,n,n-s---fn3d,ζωπυρίδος,,,,,0
44203,ζ00461,ζώπυρον,n,n-s---nn2-,ζωπύρου,,,,,0
44204,ζ00462,ζώπυρος,a,aps---cn2-,ζώπυρος ζώπυρος ζώπυρον,,,,,0
44205,ζ00463,ζωπύρωσις,n,n-s---fn3v,ζωπυρωσέως,,,,,0
44206,ζ00464,ζωροποτέω,v,----------,,,,,,0
44208,ζ00466,ζωρός,a,aps---cn2-,ζωρός ζωρός ζωρόν,,,,,0
44209,ζ00467,ζωρύα,n,n-s---fn1l,ζωρύας,,,,,0
44210,ζ00252,ζῶρυξ,n,----------,,,,,,0
44211,ζ00468,ζώς,n,----------,,,,,,0
44213,ζ00254,ζῶσις,n,n-s---fn3v,ζώσεως,,,,,0
44214,ζ00255,ζῶσμα,n,----------,,,,,,0
44215,ζ00470,ζωστήρ,n,n-s---mn3r,ζωστῆρος,,,,,0
44217,ζ00471,ζωστηροκλέπτης,n,n-s---mn1e,ζωστηροκλέπτου,,,,,0
44218,ζ00472,ζώστης,n,n-s---mn1e,ζώστου,,,,,0
44219,ζ00473,ζωστός,a,aps---mn1-,ζωστός ζωστή ζωστόν,,,,,0
44220,ζ00256,ζῶστμα,n,n-s---fn1s,ζῶστμης,,,,,0
44221,ζ00474,ζωστρίς,n,----------,,,,,,0
44223,,Ζωτεάτας,n,----------,,,,,,0
44224,ζ00475,ζώτειον,n,n-s---nn2-,ζωτείου,,,,,0
44225,ζ00476,ζωτικός,a,aps---mn1-,ζωτικός ζωτική ζωτικόν,,,/zdɔː.ti.kós/,,0
44226,ζ00478,ζωτύς,n,----------,,,,,,0
44227,ζ00321,ζῳύλλιον,n,n-s---nn2-,ζῳυλλίου,,,,,0
44228,ζ00343,ζῳύφιον,n,n-s---nn2-,ζῳυφίου,,,,,0
44229,ζ00479,ζωφορία,n,n-s---fn1l,ζωφορίας,,,,,0
44231,ζ00481,ζωφυτέω,v,----------,,,,,,0
44232,ζ00482,ζώφυτος,a,aps---cn2-,ζώφυτος ζώφυτος ζώφυτον,,,,,0
44233,ζ00483,ζώω,v,----------,,,,,,0
44234,ζ00373,ζῳώδης,a,aps---cn3s,ζῳώδης ζῳώδης ζῳώ͂δες,,,,,0
44235,ζ00374,ζῳωδία,n,n-s---fn1l,ζῳωδίας,,,,,0
44236,ζ00484,ζώωσις,n,n-s---fn3v,ζωωσέως,,,,,0
44237,ζ00477,ζῳωτός,a,----------,,,,,,0
44238,,Ηη,n,----------,,,,,,0
44239,η00002,ἤ,r,----------,,,,,,0
44240,η00003,ἤ,n,----------,,,,,,0
44241,η00001,ἤ,n,----------,,,,,,0
44242,η00004,ἦ,r,----------,,,,,,0
44243,η00007,ἦ,n,----------,,,,,,0
44244,η00008,ἧ,r,----------,,,,,,0
44245,,ᾗ,r,rp--------,,,,/hɛ́ːi̯/,,0
44246,η00009,ἦα,n,n-p---nn2-,ἤων,,,,,0
44248,,Ἤατος,n,n-s---mn2-,Ἠάτου,,,,,0
44249,η00011,ἠβαιός,a,aps---mn1-,ἠβαιός ἠβαιά ἠβαιόν,,,,,0
44250,η00012,ἡβάσκω,v,----------,,,,,,0
44251,η00013,ἡβάω,v,----------,,,,,,0
44252,η00014,ἥβη,n,n-s---fn1e,ἥβης,,,/hɛ̌ː.bɛː/,,0
44253,η00015,ἡβηδόν,r,----------,,,,,,0
44254,η00016,ἥβησις,n,n-s---fn3v,ἡβησέως,,,,,0
44195,ζ00453,ζωπονέω,v,----------,,,,,,0
44257,η00019,ἡβητήριον,n,n-s---nn2-,ἡβητηρίου,,,,,0
44258,η00020,ἡβητής,n,n-s---mn1e,ἡβητού,,,,,0
44260,η00022,ἡβήτωρ,n,n-s---mn3r,ἡβήτορος,,,,,0
44262,η00024,ἠβολεῖν,n,----------,,,,,,0
44263,η00025,ἤβολον,n,----------,,,,,,0
44264,η00026,ἡβυλλιάω,v,----------,,,,,,0
44265,η00027,ἠγάθεος,a,----------,,,,,,0
44266,η00028,ἠγαλέος,a,aps---mn1-,ἠγαλέος ἠγαλέα ἠγαλέον,,,,,0
44267,η00029,ἤγανον,n,n-s---nn2-,ἠγάνου,,,,,0
44268,η00030,ἡγεμόνεια,n,n-s---fn1s,ἡγεμόνειας,,,,,0
44269,η00031,ἡγεμόνευμα,n,n-s---nn3t,ἡγεμονεύματος,,,,,0
44270,η00032,ἡγεμονεύς,n,n-s---mn3v,ἡγεμονέως,,,,,0
44271,η00033,ἡγεμονεύω,v,----------,,,,,,0
44272,η00034,ἡγεμονέω,v,----------,,,,,,0
44274,η00036,ἡγεμονηί̈ς,n,----------,,,,,,0
44275,η00037,ἡγεμονία,n,n-s---fn1l,ἡγεμονίας,,,/hɛː.ɡe.mo.ní.aː/,,0
